"","year","state","state_abv","total_ballots_counted","vote_for_highest_office","vap","noncitizen_pct","ineligible_prison","ineligible_probation","ineligible_parole","ineligible_felons_total","eligible_overseas","vep","vep_turnout_rate","vap_turnout_rate","state_totalvotes","democrat_vote","green_vote","other_vote","republican_vote","libertarian_vote","democrat_vote_perc","green_vote_perc","other_vote_perc","republican_vote_perc","libertarian_vote_perc","crime.population","crime.rates.property.all","crime.rates.property.burglary","crime.rates.property.larceny","crime.rates.property.motor","crime.rates.violent.all","crime.rates.violent.assault","crime.rates.violent.murder","crime.rates.violent.rape","crime.rates.violent.robbery","crime.totals.property.all","crime.totals.property.burglary","crime.totals.property.larceny","crime.totals.property.motor","crime.totals.violent.all","crime.totals.violent.assault","crime.totals.violent.murder","crime.totals.violent.rape","crime.totals.violent.robbery"
"1",2022,"United States",NA,112030874,NA,261375801,7.5,1159791,863136,340972,2517938,3129152,242383830,46.22,42.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2022,"Alabama","AL",1424087,NA,3970392,2.3,25328,24652,8245,66284,NA,3812789,37.35,35.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2022,"Alaska","AK",267047,NA,557266,3.5,4578,1268,1003,7263,NA,530443,50.34,47.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2022,"Arizona","AZ",2592313,NA,5802769,7.9,34997,37932,6887,92217,NA,5253874,49.34,44.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2022,"Arkansas","AR",914227,NA,2353877,3.6,15850,20733,25852,69213,NA,2198983,41.58,38.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2022,"California","CA",11146610,NA,30534379,14.6,97328,0,0,97328,NA,25988192,42.89,36.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2022,"Colorado","CO",2540666,NA,4639408,5.8,14990,0,0,14990,NA,4353940,58.35,54.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2022,"Connecticut","CT",1297811,NA,2897642,7.6,9297,0,0,9297,NA,2668414,48.64,44.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2022,"Delaware","DE",325632,NA,814324,5.1,4653,5278,373,12030,NA,760519,42.82,39.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2022,"District of Columbia","DC",205774,NA,548172,7.7,0,0,0,0,NA,506237,40.65,37.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2022,"Florida","FL",7796916,NA,18066773,9.4,81027,93389,4280,209227,NA,16166496,48.23,43.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2022,"Georgia","GA",3964926,NA,8442784,5.9,44796,177546,19447,299832,NA,7641451,51.89,46.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2022,"Hawaii","HI",423443,NA,1141954,8.2,4097,0,0,4097,NA,1044103,40.56,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2022,"Idaho","ID",595350,NA,1486327,4,7996,14257,5967,32881,NA,1393993,42.71,40.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2022,"Illinois","IL",4144125,NA,9845624,7.9,28582,0,0,28582,NA,9035299,45.87,42.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2022,"Indiana","IN",1880755,NA,5270771,3.7,23458,0,0,23458,NA,5054930,37.21,35.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2022,"Iowa","IA",1230417,NA,2478135,3.1,8128,12916,7261,32528,NA,2368289,51.95,49.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2022,"Kansas","KS",1008998,NA,2247751,4.7,8477,8254,5428,24858,NA,2117923,47.64,44.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2022,"Kentucky","KY",1502550,NA,3510590,2.5,18433,28839,14429,71129,NA,3350643,44.84,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2022,"Louisiana","LA",1410466,NA,3520645,2.9,26851,14507,21566,67667,NA,3351583,42.08,40.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2022,"Maine","ME",680909,NA,1140612,1.9,0,0,0,0,NA,1118712,60.87,59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2022,"Maryland","MD",2031635,NA,4817349,8.1,14918,0,0,14918,NA,4413671,46.03,42.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2022,"Massachusetts","MA",2511461,NA,5646479,8.9,5993,0,0,5993,NA,5136820,48.89,44.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2022,"Michigan","MI",4500400,NA,7930205,3.3,33246,0,0,33246,NA,7637642,58.92,56.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2022,"Minnesota","MN",2526646,NA,4427863,4,7681,44332,7359,73865,NA,4175998,60.5,57.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2022,"Mississippi","MS",709100,NA,2260910,1.4,17569,15092,10510,48106,NA,2181152,32.51,31.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2022,"Missouri","MO",2304250,NA,4817369,2.3,22890,20149,20729,70356,NA,4637177,49.69,47.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2022,"Montana","MT",468326,NA,894266,1.4,3910,0,0,3910,NA,878283,53.32,52.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2022,"Nebraska","NE",682716,NA,1493472,4.7,5071,5956,1156,14130,NA,1408551,48.47,45.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2022,"Nevada","NV",1023617,NA,2498810,10.3,10455,0,0,10455,NA,2229978,45.9,40.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2022,"New Hampshire","NH",626931,NA,1145440,2.6,2158,0,0,2158,NA,1113501,56.3,54.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2022,"New Jersey","NJ",2645539,NA,7269562,11.2,11896,0,0,11896,NA,6442021,41.07,36.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2022,"New Mexico","NM",714754,NA,1655367,6,5377,6075,2725,16163,NA,1540379,46.4,43.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2022,"New York","NY",5962278,NA,15654547,10.3,32574,0,0,32574,NA,14006423,42.57,38.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2022,"North Carolina","NC",3790202,NA,8444034,5.4,28406,0,0,28406,NA,7962183,47.6,44.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2022,"North Dakota","ND",242566,NA,597057,2.7,1384,0,0,1384,NA,579792,41.84,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2022,"Ohio","OH",4201368,NA,9196623,2.5,44608,0,0,44608,NA,8918421,47.11,45.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2022,"Oklahoma","OK",1153284,NA,3075212,4.1,22071,11974,2237,40197,NA,2908317,39.65,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2022,"Oregon","OR",1997689,NA,3402435,5.5,12753,0,0,12753,NA,3201528,62.4,58.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2022,"Pennsylvania","PA",5410022,NA,10342240,3.6,38938,0,0,38938,NA,9929947,54.48,52.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2022,"Rhode Island","RI",361449,NA,889585,6.8,2227,0,0,2227,NA,827311,43.69,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2022,"South Carolina","SC",1718626,NA,4190429,3.3,15787,13722,4638,38633,NA,4013931,42.82,41.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2022,"South Dakota","SD",354670,NA,694652,2.2,3176,3926,3673,12059,NA,667172,53.16,51.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2022,"Tennessee","TN",1756397,NA,5537627,3.5,22205,31486,12407,76392,NA,5268526,33.34,31.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2022,"Texas","TX",8151590,NA,22711852,12.2,128653,173864,110437,469794,NA,19468941,41.87,35.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2022,"Utah","UT",1084634,NA,2464872,5.9,5249,0,0,5249,NA,2314196,46.87,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2022,"Vermont","VT",291955,NA,532708,2,0,0,0,0,NA,522214,55.91,54.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2022,"Virginia","VA",3021956,NA,6827106,6,30620,33426,2017,76990,NA,6339807,47.67,44.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2022,"Washington","WA",3067686,NA,6158975,8.8,15056,37534,14536,79397,NA,5537589,55.4,49.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2022,"West Virginia","WV",494753,NA,1420780,0.9,6031,3246,3682,14021,NA,1393972,35.49,34.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2022,"Wisconsin","WI",2673154,NA,4655469,3.1,19846,19960,23174,69506,NA,4443971,60.15,57.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2022,"Wyoming","WY",198198,NA,452309,2.5,2034,2822,954,6733,NA,434223,45.64,43.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2020,"United States",NA,159738337,NA,259219518,7.5,1154741,863136,499380,2671296,4971025,242077783,65.99,61.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2020,"Alabama","AL",2325000,NA,3939759,2.3,25328,24652,8245,66284,NA,3782861,61.46,59.01,2323282,849624,NA,32488,1441170,NA,0.365699902121223,NA,0.0139836662101286,0.620316431668648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2020,"Alaska","AK",361400,NA,556443,3.5,4578,1268,1003,7263,NA,529649,68.23,64.95,357569,153778,2673,2270,189951,8897,0.430065246148296,0.0074754802569574,0.00634842505921934,0.531228937631618,0.0248819109039095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2020,"Arizona","AZ",3420585,NA,5672442,7.9,34997,37932,6887,92217,NA,5133804,66.63,60.3,10155882,1672143,0,0,1661686,51465,0.164647738128505,0,0,0.163618088512647,0.00506750669218094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2020,"Arkansas","AR",1223675,NA,2332442,3.6,15850,20733,25852,69213,NA,2178328,56.17,52.46,4876276,423932,2980,18377,760647,13133,0.0869376548825374,0.000611122093991398,0.00376865460445635,0.155989324640361,0.00269324377865404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2020,"California","CA",17785151,NA,30490123,14.6,97328,0,110349,207677,NA,25840035,68.83,58.33,17500881,11110250,81029,115278,6006429,187895,0.634839468938735,0.00462999548422734,0.00658698267818632,0.343207236252849,0.010736316646002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2020,"Colorado","CO",3295666,NA,4579181,5.8,14990,0,0,14990,NA,4297225,76.69,71.97,3256980,1804352,8986,26575,1364607,52460,0.553995419069199,0.00275899759900276,0.00815939919803008,0.418979238435606,0.0161069456981621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2020,"Connecticut","CT",1861086,NA,2887773,7.6,9297,0,4080,13377,NA,2655214,70.09,64.45,1823857,1080831,7538,541,714717,20230,0.592607315156835,0.00413299946212888,0.000296624132264755,0.391871182883307,0.011091878365464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2020,"Delaware","DE",509241,NA,798104,5.1,4653,5278,373,12030,NA,745131,68.34,63.81,504010,296268,2139,NA,200603,5000,0.587821670204956,0.00424396341342434,NA,0.398013928295074,0.0099204380865459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2020,"District of Columbia","DC",346491,NA,544795,7.7,0,0,0,0,NA,503118,68.87,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2020,"Florida","FL",11144855,NA,17593558,9.4,75977,93389,4280,204177,NA,15742624,70.79,63.35,11067456,5297045,14721,16635,5668731,70324,0.478614507254422,0.00133011597245112,0.00150305544472009,0.51219819622504,0.00635412510336612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2020,"Georgia","GA",5023159,NA,8282660,5.9,44796,177546,19447,299832,NA,7490838,67.06,60.65,19993928,2474507,NA,NA,2461837,62138,0.123762924423855,NA,NA,0.123129232034846,0.00310784354129914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2020,"Hawaii","HI",579784,NA,1145618,8.2,4097,0,0,4097,NA,1047466,55.35,50.61,574457,366127,3822,2114,196855,5539,0.637344483573183,0.00665323949399172,0.00367999693623718,0.342680130975861,0.0096421490207274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2020,"Idaho","ID",878527,NA,1443536,4,7996,14257,5967,32881,NA,1352914,64.94,60.86,867361,287021,NA,9817,554119,16404,0.330912964728642,NA,0.0113182400407673,0.638856254777423,0.0189125404531677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2020,"Illinois","IL",6050000,NA,9910732,7.9,28582,0,0,28582,NA,9095238,66.52,61.04,6033744,3471915,30578,17816,2446891,66544,0.575416358400356,0.00506783184702566,0.00295272719558536,0.405534440970648,0.0110286415863848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2020,"Indiana","IN",3068542,NA,5240144,3.7,23458,0,0,23458,NA,5025421,61.06,58.56,3033121,1242416,989,965,1729519,59232,0.409616365453274,0.000326066780718606,0.000318154138921593,0.570211013672056,0.0195283999550298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2020,"Iowa","IA",1700130,NA,2469708,3.1,8128,12916,7261,32528,NA,2360125,72.04,68.84,3381742,759061,3075,7089,902009,19637,0.224458577857211,0.000909294677122028,0.00209625689955059,0.266729099972736,0.00580677059338057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2020,"Kansas","KS",1375125,NA,2242018,4.7,8477,8254,5428,24858,NA,2112458,65.1,61.33,1372303,570323,NA,NA,771406,30574,0.415595535388322,NA,NA,0.562125128342647,0.022279336269031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2020,"Kentucky","KY",2150954,NA,3499169,2.5,18433,28839,14429,71129,NA,3339511,64.41,61.47,2134996,772285,NA,10076,1326418,26217,0.361726673024212,NA,0.00471944678116493,0.621274231895516,0.0122796482991069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2020,"Louisiana","LA",2169401,NA,3552258,2.9,26851,14507,21566,67667,NA,3382286,64.14,61.07,2148062,856034,NA,14607,1255776,21645,0.398514568015262,NA,0.00680008305160652,0.584608824140085,0.010076524793046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2020,"Maine","ME",828305,NA,1127932,1.9,0,0,0,0,NA,1106276,74.87,73.44,822534,430473,8111,10046,359899,14005,0.523349794658944,0.00986099054871896,0.0122134768897091,0.437549086116805,0.0170266517858228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2020,"Maryland","MD",3066945,NA,4820237,8.1,14918,0,0,14918,NA,4416326,69.45,63.63,15185155,1985023,15799,26307,976414,33488,0.13072128667768,0.00104042401937945,0.00173241563882621,0.0643005619633122,0.00220531170080253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2020,"Massachusetts","MA",3658005,NA,5638722,8.9,5993,0,0,5993,NA,5129755,71.31,64.87,3658005,2382202,18658,42930,1167202,47013,0.651229837028654,0.00510059444970688,0.0117359052270295,0.31908157588631,0.0128520874083004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2020,"Michigan","MI",5579317,NA,7907056,3.3,33246,0,0,33246,NA,7615249,73.27,70.56,5539302,2804040,13718,11311,2649852,60381,0.506208182908244,0.00247648530446616,0.00204195402236599,0.478372906911376,0.010900470853548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2020,"Minnesota","MN",3292997,NA,4408498,4,7681,44332,7359,73865,NA,4157411,79.21,74.7,3277171,1717077,10033,31020,1484065,34976,0.5239509930974,0.00306148199163242,0.00946548105057685,0.452849424091694,0.0106726197686968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2020,"Mississippi","MS",1325000,NA,2265253,1.4,17569,15092,10510,48106,NA,2185433,60.63,58.49,1313759,539398,1498,8073,756764,8026,0.410576064559786,0.00114023957209808,0.0061449626605793,0.576029545753825,0.00610918745371107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2020,"Missouri","MO",3026028,NA,4800088,2.3,22890,20149,20729,70356,NA,4620290,65.49,63.04,3025962,1253014,8947,4060,1718736,41205,0.414087817361884,0.00295674565642265,0.00134172207053492,0.567996557788895,0.0136171571222639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2020,"Montana*","MT",612075,NA,873659,1.4,3910,0,0,3910,NA,857955,71.34,70.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2020,"Nebraska","NE",966920,NA,1484568,4.7,5071,5956,1156,14130,NA,1400069,69.06,65.13,951712,374583,NA,NA,556846,20283,0.393588606637302,NA,NA,0.585099273729868,0.0213121196328301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2020,"Nevada","NV",1407754,NA,2455546,10.3,10455,0,0,10455,NA,2191188,64.25,57.33,1404911,703314,NA,17215,669608,14774,0.500611070736865,NA,0.0122534452360327,0.476619515399908,0.0105159686271942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2020,"New Hampshire","NH",814499,NA,1132908,2.6,2158,0,0,2158,NA,1101294,73.96,71.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2020,"New Jersey","NJ",4635585,NA,7261675,11.2,11896,0,0,11896,NA,6435019,72.04,63.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2020,"New Mexico","NM",928230,NA,1649222,6,5377,6075,2725,16163,NA,1534600,60.49,56.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2020,"New York","NY",8690139,NA,15787812,10.3,32574,0,43979,76553,NA,14081957,61.71,55.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2020,"North Carolina","NC",5545848,NA,8284274,5.4,28406,0,0,28406,NA,7811002,71,66.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2020,"North Dakota","ND",364251,NA,594772,2.7,1384,0,0,1384,NA,577567,63.07,61.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
