"","year","state","state_abv","total_ballots_counted","vote_for_highest_office","vap","noncitizen_pct","ineligible_prison","ineligible_probation","ineligible_parole","ineligible_felons_total","eligible_overseas","vep","vep_turnout_rate","vap_turnout_rate","state_totalvotes","democrat_vote","green_vote","other_vote","republican_vote","libertarian_vote","democrat_vote_perc","green_vote_perc","other_vote_perc","republican_vote_perc","libertarian_vote_perc","crime.population","crime.rates.property.all","crime.rates.property.burglary","crime.rates.property.larceny","crime.rates.property.motor","crime.rates.violent.all","crime.rates.violent.assault","crime.rates.violent.murder","crime.rates.violent.rape","crime.rates.violent.robbery","crime.totals.property.all","crime.totals.property.burglary","crime.totals.property.larceny","crime.totals.property.motor","crime.totals.violent.all","crime.totals.violent.assault","crime.totals.violent.murder","crime.totals.violent.rape","crime.totals.violent.robbery"
"249",2014,"Rhode Island","RI",329212,324055,844183,7.3,3294,0,0,3294,NA,779264,42.25,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055173,2173.6,457.1,1542.8,173.7,219.2,132.5,2.4,34.2,50.1,22935,4823,16279,1833,2313,1398,25,361,529
"250",2014,"South Carolina","SC",1261611,1246301,3760446,3.4,20917,35096,5225,45796,NA,3586795,35.17,33.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4832482,3460.3,759.9,2433.4,267,497.7,365.8,6.4,42.8,82.7,167217,36721,117594,12902,24052,17676,311,2068,3997
"251",2014,"South Dakota","SD",282291,279412,640486,2.2,3528,0,2611,6139,NA,620256,45.51,44.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853175,1863.9,330.3,1415.5,118,326.5,245.7,2.3,55.1,23.4,15902,2818,12077,1007,2786,2096,20,470,200
"252",2014,"Tennessee","TN",1430117,1374065,5061487,3.5,28495,62950,13498,77245,NA,4807090,29.75,28.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6549352,3060.6,712.2,2156,192.4,608.4,453.2,5.7,38.6,110.9,200447,46642,141206,12599,39848,29681,371,2531,7265
"253",2014,"Texas","TX",4727208,4727208,19958796,13.3,157361,388101,111412,486110,NA,16818166,28.11,23.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26956958,3019.4,627.8,2137.3,254.3,405.9,243.6,4.4,42.3,115.7,813934,169234,576154,68546,109414,65656,1184,11393,31181
"254",2014,"Utah","UT",577973,565970,2045779,6.8,6824,0,0,6824,NA,1899842,30.42,28.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2942902,2878.5,391.4,2239.1,248,215.6,119.4,2.3,49.4,44.6,84711,11518,65895,7298,6346,3513,67,1454,1312
"255",2014,"Vermont","VT",202445,193087,504200,2.2,0,0,0,0,NA,493107,41.05,40.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626562,1524.4,324.6,1160.8,38.9,99.3,68.9,1.6,17.6,11.2,9551,2034,7273,244,622,432,10,110,70
"256",2014,"Virginia","VA",2194346,2184473,6462450,6.9,36943,54966,1732,69456,NA,5947085,36.9,33.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8326289,1930.3,277.7,1560.5,92.1,196.2,112.9,4.1,27.7,51.5,160720,23122,129933,7665,16340,9400,338,2310,4292
"257",2014,"Washington","WA",2124330,2029189,5485062,8.4,17345,94112,9880,79928,NA,4944389,42.96,38.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7061530,3706.1,783,2489.1,434,285.2,164.7,2.5,38.2,79.9,261706,55290,175769,30647,20136,11627,174,2695,5640
"258",2014,"West Virginia","WV",462864,451498,1467174,0.9,6873,7174,2749,13639,NA,1440331,32.14,31.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850326,2034.7,484.9,1447.3,102.5,302,235.5,4,27.3,35.2,37648,8973,26779,1896,5588,4358,74,505,651
"259",2014,"Wisconsin","WI",2422248,2410314,4454913,3.1,22097,46212,20010,67986,NA,4248825,57.01,54.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5757564,2088.3,368.5,1547.6,172.3,290.3,170.4,2.9,29.1,88,120238,21216,89103,9919,16714,9809,165,1674,5066
"260",2014,"Wyoming","WY",171153,168390,444797,2.7,2330,5196,715,5955,NA,426832,40.1,38.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584153,1964.7,289.1,1572.4,103.2,195.5,153.9,2.7,29.8,9.1,11477,1689,9185,603,1142,899,16,174,53
"261",2012,"United States",NA,130231296,129070906,240897888,8.4,1473412,2342582,637410,3352390,5127418,222437494,58.57,54.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313914040,2859.2,670.2,1959.3,229.7,386.9,242.3,4.7,26.9,112.9,8975438,2103787,6150598,721053,1214464,760739,14827,84376,354522
"262",2012,"Alabama","AL",2083309,2074338,3705982,2.6,32232,57993,8616,71584,NA,3538042,58.88,56.21,2070353,795696,NA,18732,1255925,NA,0.384328662793253,NA,0.00904773243983031,0.606623604766917,NA,4822023,3502.2,984.7,2312.8,204.8,449.9,311.8,7.1,26.9,104.1,168878,47481,111523,9874,21693,15035,342,1296,5020
"263",2012,"Alaska","AK",301694,300495,544269,3.8,5633,7173,1882,11317,NA,512270,58.89,55.43,300495,122640,NA,13179,164676,NA,0.408126591124644,NA,0.043857634902411,0.548015773972945,NA,731449,2739.4,403.3,2128,208.1,603.2,433.2,4.1,79.7,86.1,20037,2950,15565,1522,4412,3169,30,583,630
"264",2012,"Arizona","AZ",2323579,2306559,4963741,9.9,35188,72452,7460,81048,NA,4391282,52.91,46.81,2299254,1025232,NA,40368,1233654,NA,0.445897669417994,NA,0.0175569989222591,0.536545331659747,NA,6553255,3539.2,807.8,2439.1,292.3,428.9,276,5.5,34.7,112.7,231930,52934,159838,19158,28108,18087,358,2277,7386
"265",2012,"Arkansas","AR",1078548,1069468,2244163,3.5,14471,30122,23372,53808,NA,2111810,51.07,48.06,1069468,394409,NA,27315,647744,NA,0.368789903017201,NA,0.0255407361417078,0.605669360841091,NA,2949131,3660.1,1081.3,2384.7,194.1,469.1,342.3,5.9,42.3,78.7,107941,31890,70327,5724,13835,10095,173,1247,2320
"266",2012,"California","CA",13202158,13038547,28871296,17.4,119455,0,89287,208742,NA,23638949,55.85,45.73,13038547,7854285,NA,344304,4839958,NA,0.602389591416896,NA,0.0264066233760556,0.371203785207048,NA,38041430,2758.7,646.1,1669.5,443.2,423.1,248.9,5,20.6,148.6,1049465,245767,635090,168608,160944,94702,1884,7837,56521
"267",2012,"Colorado","CO",2596173,2569522,3980623,6.9,18807,0,11458,30265,NA,3675695,70.63,65.22,2569217,1322998,NA,61169,1185050,NA,0.514942101037009,NA,0.0238084210092024,0.461249477953789,NA,5187582,2684.7,504.2,1947.4,233.1,308.9,199.6,3.1,40.7,65.4,139270,26157,101021,12092,16023,10353,162,2113,3395
"268",2012,"Connecticut","CT",1560640,1558960,2804156,8.5,16935,0,2793,19728,NA,2546075,61.3,55.65,1558803,905083,NA,18828,634892,NA,0.580626929765981,NA,0.0120784986941903,0.407294571539829,NA,3590347,2140,409.7,1550.7,179.6,283,150.6,4.1,25.6,102.7,76834,14711,55674,6449,10160,5408,146,919,3687
"269",2012,"Delaware","DE",417631,413921,714081,5.1,6610,15641,601,15501,NA,662162,63.07,58.49,413937,242584,NA,5869,165484,NA,0.586040870953793,NA,0.014178486098126,0.399780642948081,NA,917092,3340.9,803.7,2380.6,156.6,547.4,352,6.2,26.5,162.7,30639,7371,21832,1436,5020,3228,57,243,1492
"270",2012,"District of Columbia","DC",294254,293764,531080,9.7,0,0,0,0,NA,479566,61.36,55.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632323,4860.8,556.5,3725.3,579,1243.7,554.1,13.9,37.3,638.3,30736,3519,23556,3661,7864,3504,88,236,4036
"271",2012,"Florida","FL",8538264,8474179,15367936,10.8,91954,240869,4538,224153,NA,13484046,63.32,55.56,8474179,4237756,NA,72976,4163447,NA,0.500078650686987,NA,0.00861157169325784,0.491309777619755,NA,19317568,3276.7,794.9,2288.6,193.2,487.1,330.9,5.2,27.2,123.7,632988,153563,442095,37330,94087,63929,1009,5260,23889
"272",2012,"Georgia","GA",3919355,3900050,7441387,7.2,52737,442061,24761,311790,NA,6593817,59.44,52.67,3900050,1773827,NA,47535,2078688,NA,0.45482160485122,NA,0.0121883052781375,0.532990089870643,NA,9919945,3410.6,874.9,2248,287.7,378.9,226,5.9,21.4,125.6,338329,86789,223004,28536,37591,22423,581,2124,12463
"273",2012,"Hawaii","HI",437159,434697,1091451,9.2,5544,0,0,5544,NA,985494,44.36,40.05,434221,306266,NA,7018,120937,NA,0.705322865545425,NA,0.0161622768129593,0.278514857641616,NA,1392313,3075.2,573.1,2243.2,258.9,239.2,141.9,2.1,20.5,74.7,42817,7979,31233,3605,3330,1976,29,285,1040
"274",2012,"Idaho","ID",666290,652274,1172481,4.6,7985,31606,3848,28584,NA,1089963,61.13,56.83,652274,212787,NA,18576,420911,NA,0.326223335592098,NA,0.0284788294489739,0.645297834958928,NA,1595728,1983.5,450.3,1447.7,85.5,207.9,160.9,1.8,30,15.2,31651,7186,23101,1364,3318,2567,29,479,243
"275",2012,"Illinois","IL",5279752,5242014,9838883,8.9,49348,0,0,49348,NA,8913874,59.23,53.66,5241891,3019512,NA,87277,2135102,NA,0.576034869858988,NA,0.0166499074475223,0.40731522269349,NA,12875255,2578.7,552.2,1826.9,199.5,414.8,230,5.8,27.7,151.2,332013,71101,235222,25690,53403,29618,744,3570,19471
"276",2012,"Indiana","IN",2663368,2624534,4959521,3.6,28266,0,0,28266,NA,4752712,56.04,53.7,2624534,1152887,NA,51104,1420543,NA,0.439273029040584,NA,0.0194716471571715,0.541255323802245,NA,6537334,3029.2,728.3,2092,209,345.7,214.6,4.7,25.5,100.9,198032,47612,136759,13661,22602,14027,310,1667,6598
"277",2012,"Iowa","IA",1589951,1582180,2356497,3.2,8470,29333,5151,29167,NA,2251922,70.6,67.47,1582180,822544,NA,29019,730617,NA,0.519880165341491,NA,0.0183411495531482,0.461778685105361,NA,3074186,2271.8,556.1,1584.8,130.9,263.9,202.8,1.5,28.3,31.3,69839,17096,48720,4023,8112,6234,45,871,962
"278",2012,"Kansas","KS",1182771,1156254,2162245,5,9346,17021,5126,23493,NA,2030640,58.25,54.7,1156254,439908,NA,26537,689809,NA,0.380459656788214,NA,0.02295083952142,0.596589503690366,NA,2885905,3143.2,650.3,2258,234.9,354.6,263.2,2.9,36.5,52,90710,18767,65165,6778,10232,7595,84,1053,1500
"279",2012,"Kentucky","KY",1815843,1797212,3374444,2.2,21863,54511,14419,65173,NA,3235034,56.13,53.81,1797212,679370,NA,30652,1087190,NA,0.378013278344458,NA,0.0170553056623259,0.604931415993216,NA,4380415,2552.9,675.4,1725.2,152.2,222.6,108.4,4.5,29,80.7,111826,29587,75571,6668,9752,4750,195,1272,3535
"280",2012,"Louisiana","LA",2014548,1994065,3495424,2.7,40047,41298,28946,90881,NA,3310167,60.86,57.63,1994065,809141,NA,32662,1152262,NA,0.405774636233022,NA,0.016379606482236,0.577845757284743,NA,4601893,3540.6,915.7,2453.7,171.3,496.9,342,10.8,25.2,119,162936,42140,112915,7881,22868,15740,495,1158,5475
"281",2012,"Maine","ME",724758,713180,1063754,1.8,0,0,0,0,NA,1044606,69.38,68.13,713180,401306,NA,19598,292276,NA,0.562699458762164,NA,0.0274797386354076,0.409820802602429,NA,1329192,2509.9,561.3,1873.7,74.9,122.7,61,1.9,28,31.8,33361,7461,24905,995,1631,811,25,372,423
"282",2012,"Maryland","MD",2734062,2707327,4552894,8.9,20871,96640,13195,85285,NA,4062401,67.3,60.05,2707327,1677844,NA,57614,971869,NA,0.619741907793185,NA,0.0212807688173612,0.358977323389454,NA,5884563,2753.5,573.2,1924.9,255.3,476.8,277.2,6.3,21,172.3,162031,33732,113274,15025,28055,16310,369,1235,10141
"283",2012,"Massachusetts","MA",3184196,3167767,5278131,8.4,10283,0,0,10283,NA,4824485,66,60.33,3167767,1921290,NA,58163,1188314,NA,0.606512410792839,NA,0.018360883234152,0.375126705973009,NA,6646144,2153,519.7,1494.4,138.9,405.5,280.4,1.8,24.7,98.6,143089,34540,99317,9232,26953,18638,121,1642,6552
"284",2012,"Michigan","MI",4780701,4730961,7637478,3.5,43019,0,0,43019,NA,7327148,65.25,62.6,4730961,2564569,NA,51136,2115256,NA,0.542082042105188,NA,0.0108087976206103,0.447109160274202,NA,9883360,2530.5,664.4,1612,254.1,454.5,295.5,7,46.4,105.6,250101,65665,159321,25115,44922,29210,689,4589,10434
"285",2012,"Minnesota","MN",2950780,2936561,4111021,4.4,9383,108157,6006,72712,NA,3857424,76.5,71.78,2936561,1546167,NA,70169,1320225,NA,0.526523031532463,NA,0.0238949574008509,0.449582011066686,NA,5379139,2568.3,471.8,1939.3,157.2,230.9,134,1.8,30.5,64.6,138152,25378,104316,8458,12419,7207,99,1638,3475
"286",2012,"Mississippi","MS",1285584,1285584,2245738,1.5,22305,30768,6804,45416,NA,2166636,59.34,57.25,1285584,562949,NA,11889,710746,NA,0.437893595439893,NA,0.00924793712429526,0.552858467435811,NA,2984926,2811,940.6,1725.6,144.8,260.8,149.4,7.4,27.5,76.5,83906,28076,51508,4322,7786,4460,220,822,2284
"287",2012,"Missouri","MO",2840776,2757323,4627371,2.5,30714,55470,20672,80785,NA,4430901,64.11,61.39,2757312,1223796,NA,51076,1482440,NA,0.443836606085927,NA,0.018523837708609,0.537639556205464,NA,6021988,3314.4,705.2,2338.4,270.8,450.9,323.4,6.5,25.1,96,199590,42466,140816,16308,27155,19473,389,1511,5782
"288",2012,"Montana","MT",491966,484048,783676,0.9,3592,0,0,3592,NA,773031,63.64,62.78,483932,201839,NA,14165,267928,NA,0.41708132547548,NA,0.0292706413297736,0.553648033194746,NA,1005141,2583.7,387.4,2028.3,168,272.2,212.8,2.7,37.7,19,25970,3894,20387,1689,2736,2139,27,379,191
"289",2012,"Nebraska","NE",804245,794379,1394124,4.7,4466,14260,1383,13407,NA,1315193,61.15,57.69,794379,302081,NA,17234,475064,NA,0.38027314417929,NA,0.0216949340302299,0.59803192179048,NA,1855525,2754.9,470.8,2060.7,223.5,259.4,157.4,2.9,38.3,60.9,51118,8735,38236,4147,4814,2920,53,711,1130
"290",2012,"Nevada","NV",1016664,1014918,2099011,13.3,12883,11321,5379,24262,NA,1795581,56.62,48.44,1014918,531373,NA,19978,463567,NA,0.523562494704006,NA,0.0196843488833581,0.456753156412636,NA,2758931,2809.4,801.8,1644.6,363.1,607.6,391.1,4.5,33.7,178.3,77510,22120,45372,10018,16763,10790,124,931,4918
"291",2012,"New Hampshire","NH",718700,710972,1050220,3,2672,0,0,2672,NA,1016041,70.74,68.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320718,2324,412.2,1834.3,77.5,187.9,117,1.1,34,35.7,30693,5444,24226,1023,2481,1545,15,449,472
"292",2012,"New Jersey","NJ",3683638,3640292,6826144,12.1,21759,114886,14987,97636,NA,5902545,62.41,53.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8864590,2047.3,477.6,1383.7,185.9,290.2,145.7,4.4,11.7,128.4,181481,42338,122662,16481,25727,12919,388,1035,11385
"293",2012,"New Mexico","NM",786522,783757,1576959,7.3,6553,21381,5078,22963,NA,1438878,54.66,49.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2085538,3600.7,1025.3,2313.4,261.9,559.1,419.1,5.6,45.9,88.6,75094,21384,48247,5463,11660,8740,116,957,1847
"294",2012,"New York","NY",7128852,7074723,15334363,12.5,49889,0,46222,96111,NA,13321457,53.51,46.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19570261,1922,329.9,1503.5,88.6,406.8,242.3,3.5,14.6,146.4,376140,64553,294239,17348,79610,47423,684,2848,28655
"295",2012,"North Carolina","NC",4542488,4505372,7500448,6.1,35567,96070,4359,90843,NA,6952078,65.34,60.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9752073,3369.5,1018.5,2185.7,165.3,353.4,231.8,4.9,20.3,96.3,328594,99323,213151,16120,34464,22609,479,1984,9392
"296",2012,"North Dakota","ND",325564,322627,548770,1.7,1500,0,0,1500,NA,537941,60.52,59.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699628,2010.1,339.8,1505.8,164.5,244.7,183.1,4,38.9,18.7,14063,2377,10535,1151,1712,1281,28,272,131
"297",2012,"Ohio","OH",5632423,5580822,8894484,2.2,50313,0,0,50313,NA,8648493,65.13,63.32,5580822,2827621,NA,91794,2661407,NA,0.506667476583199,NA,0.0164481146325756,0.476884408784226,NA,11544225,3117.4,895.9,2052.5,169,299.7,131.7,4.3,31.7,132,359883,103421,236950,19512,34595,15207,495,3658,15235
"298",2012,"Oklahoma","OK",1343380,1334872,2886686,4.5,25225,25506,2310,41053,NA,2715732,49.47,46.54,1334872,443547,NA,0,891325,NA,0.332276802569834,NA,0,0.667723197430166,NA,3814820,3401,936.6,2161.3,303.1,469.3,337.3,5.7,41.6,84.7,129743,35731,82448,11564,17902,12867,216,1588,3231
"299",2012,"Oregon","OR",1820507,1789270,3046864,6.6,13607,0,0,13607,NA,2832164,64.28,59.75,1789270,970488,NA,64607,754175,NA,0.54239326652769,NA,0.0361080217071767,0.421498711765133,NA,3899353,3224.2,561.7,2400.9,261.7,247.6,154.1,2.4,29.2,61.9,125723,21901,93619,10203,9653,6008,92,1140,2413
"300",2012,"Pennsylvania","PA",5783621,5742040,10037436,3.3,50054,0,0,50054,NA,9656146,59.9,57.62,5742040,2990274,NA,71332,2680434,NA,0.520768577021407,NA,0.0124227626418485,0.466808660336744,NA,12763536,2166.3,445.5,1603.1,117.7,348.7,194.4,5.4,26.1,122.8,276496,56859,204609,15028,44503,24818,685,3327,15673
"301",2012,"Rhode Island","RI",451593,446049,838169,7.5,3249,0,0,3249,NA,772057,58.49,53.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050292,2572.3,566.4,1755.7,250.2,252.4,153.9,3.2,27.4,67.9,27017,5949,18440,2628,2651,1616,34,288,713
"302",2012,"South Carolina","SC",1981516,1964118,3656261,3.5,21895,34945,6116,46532,NA,3481760,56.91,54.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4723723,3822.2,954.5,2588.3,279.5,558.8,421.4,6.9,35.5,95,180550,45086,122263,13201,26397,19905,324,1679,4489
"303",2012,"South Dakota","SD",368270,363815,630180,1.9,3574,0,2761,6335,NA,611872,60.19,58.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833354,2060.1,391,1541.4,127.8,321.8,229.7,3,70.2,19,17168,3258,12845,1065,2682,1914,25,585,158
"304",2012,"Tennessee","TN",2479733,2458577,4975501,3.3,28135,64430,13138,75421,NA,4735888,52.36,49.84,2458577,960709,NA,35538,1462330,NA,0.390758149937952,NA,0.0144547028626722,0.594787147199376,NA,6456243,3371.4,870.2,2300.1,201,643.6,479.6,6,31.5,126.5,217664,56181,148503,12980,41550,30961,388,2032,8169
"305",2012,"Texas","TX",7993851,7993851,19204782,13.5,157564,405473,112288,484753,NA,16127383,49.57,41.62,7993851,3308124,NA,115884,4569843,NA,0.413833582837609,NA,0.0144966424818276,0.571669774680564,NA,26059203,3361.8,785.9,2326.4,249.4,408.6,258,4.4,29.6,116.6,876059,204810,606253,64996,106476,67239,1144,7711,30382
"306",2012,"Utah","UT",1028786,1017440,1976573,7,6611,0,0,6611,NA,1831602,56.17,52.05,1017440,251813,NA,25027,740600,NA,0.247496658279604,NA,0.0245980106935053,0.727905331026891,NA,2855287,2991.8,453.3,2328.4,210.1,205.8,132.5,1.8,33,38.5,85424,12943,66482,5999,5876,3783,50,943,1100
"307",2012,"Vermont","VT",301793,299290,501853,1.8,0,0,0,0,NA,492820,61.24,60.14,299290,199239,NA,7353,92698,NA,0.665705503023823,NA,0.0245681446089077,0.309726352367269,NA,626011,2398.7,633.4,1695.8,69.5,142.6,104.2,1.3,19.3,17.9,15016,3965,10616,435,893,652,8,121,112
"308",2012,"Virginia","VA",3888186,3854489,6345002,7.1,36425,52956,1983,66475,NA,5828032,66.72,61.28,3854489,1971820,NA,60147,1822522,NA,0.511564567962186,NA,0.0156044030739224,0.472831028963891,NA,8185867,2162.1,360.5,1690.7,110.9,190.1,111.1,3.8,17.7,57.5,176985,29511,138398,9076,15564,9092,314,1452,4706
"309",2012,"Washington","WA",3172939,3125516,5329262,8.2,16355,88339,8895,72070,NA,4820193,65.83,59.54,3125516,1755396,NA,79450,1290670,NA,0.561633982996728,NA,0.0254198026821811,0.412946214321091,NA,6897012,3658.6,880.5,2395.3,382.8,295.6,177.5,3,31.8,83.3,252333,60725,165206,26402,20386,12242,206,2193,5745
"310",2012,"West Virginia","WV",685099,670438,1472182,0.8,7052,8573,2052,13648,NA,1446756,47.35,46.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1855413,2364.9,608.5,1637.3,119.1,316.3,244.6,3.9,22.7,45.2,43878,11291,30378,2209,5869,4538,72,421,838
"311",2012,"Wisconsin","WI",3084115,3068434,4411462,3.2,21987,46328,20023,66564,NA,4203731,73.37,69.91,3071434,1620985,NA,39483,1410966,NA,0.527761625351546,NA,0.0128549075122565,0.459383467136198,NA,5726398,2453.8,488,1822.3,143.5,280.5,175.5,3,21.3,80.7,140513,27945,104352,8216,16064,10050,173,1219,4622
"312",2012,"Wyoming","WY",250701,249061,441429,2.5,2163,5162,762,5661,NA,424733,59.03,56.79,249061,69286,NA,8813,170962,NA,0.278188877423603,NA,0.0353849057058311,0.686426216870566,NA,576412,2293.8,368.7,1823.9,101.3,201.4,161.7,2.4,26.7,10.6,13222,2125,10513,584,1161,932,14,154,61
"313",2010,"United States",NA,90895897,89099476,240897888,8.6,1608162,1201093,524092,3333347,4972217,221776507,40.99,37.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309330219,2945.9,701,2005.8,239.1,404.5,252.8,4.8,27.7,119.3,9112625,2168459,6204601,739565,1251248,781844,14722,85593,369089
"314",2010,"Alabama","AL",1503232,1494273,3661750,2.9,31764,26633,9006,67403,NA,3487654,43.1,41.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4785401,3528,887.8,2414.9,225.3,383.7,248,5.7,28.3,101.6,168828,42484,115564,10780,18363,11869,275,1355,4864
"315",2010,"Alaska","AK",261128,256192,528459,4.5,5597,3480,2089,11166,NA,493475,52.92,49.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714146,2836.8,434.8,2175.3,226.7,635.3,473.2,4.3,74.6,83.2,20259,3105,15535,1619,4537,3379,31,533,594
"316",2010,"Arizona","AZ",1750840,1727791,4806125,10.2,40130,40455,7993,88578,NA,4225272,41.44,36.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6413158,3536.5,794.2,2403.4,338.9,413.6,264.7,6.4,34.2,108.4,226802,50932,154137,21733,26528,16976,408,2191,6953
"317",2010,"Arkansas","AR",789773,781333,2216571,3.7,16204,14411,21106,51721,NA,2082028,37.93,35.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2921588,3553.5,1111.1,2252.1,190.3,503.5,372.6,4.6,45.2,81.1,103820,32463,65796,5561,14711,10887,134,1321,2369
"318",2010,"California","CA",10529134,10095485,28157259,18,165062,0,105133,270195,NA,22823850,46.13,37.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37338198,2629.9,612.9,1608.4,408.5,439.6,256.8,4.8,22.3,155.6,981939,228857,600558,152524,164133,95877,1809,8331,58116
"319",2010,"Colorado","CO",1828323,1787730,3842941,7.5,22815,0,11014,33829,NA,3521135,51.92,47.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5047692,2674.5,519,1932.2,223.3,323.7,214.3,2.6,44.2,62.7,135001,26196,97534,11271,16339,10816,129,2230,3164
"320",2010,"Connecticut","CT",1153872,1153115,2771060,8.5,19321,0,2894,22215,NA,2512285,45.93,41.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3575498,2188.8,423.6,1577.8,187.4,282,162.3,3.7,16.6,99.4,78259,15145,56413,6701,10083,5802,133,595,3553
"321",2010,"Delaware","DE",316754,307402,696911,5,6598,8157,560,15315,NA,646761,48.98,45.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899792,3453.9,839.1,2399.8,215,623.3,377,5.7,36.2,204.4,31078,7550,21593,1935,5608,3392,51,326,1839
"322",2010,"District of Columbia","DC",135846,132656,507942,9.3,0,0,0,0,NA,460938,29.47,26.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604912,4761.4,699.8,3225.9,835.7,1326.8,559.1,21.8,30.9,715,28802,4233,19514,5055,8026,3382,132,187,4325
"323",2010,"Florida","FL",5473787,5411106,14916715,11.5,104306,128110,4093,236509,NA,12966802,42.21,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18838613,3551.4,897.7,2433.6,220.1,541.3,369,5.2,28.5,138.5,669035,169119,458454,41462,101969,69523,987,5373,26086
"324",2010,"Georgia","GA",2623035,2576161,7253576,7.6,56432,228580,25091,310103,NA,6394095,41.02,36.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9712157,3639.2,998.2,2328.6,312.4,402.3,247.5,5.7,21.7,127.4,353449,96947,226161,30341,39068,24034,555,2107,12372
"325",2010,"Hawaii","HI",386302,382563,1064539,9.2,5912,0,0,5912,NA,960761,40.21,36.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363359,3349.6,638.6,2323.7,387.3,264.3,156.7,1.8,27.7,78.1,45667,8706,31681,5280,3603,2136,25,377,1065
"326",2010,"Idaho","ID",459079,452535,1146045,4.4,7431,26447,3957,37835,NA,1057993,43.39,40.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1571102,2000.9,414.5,1501.7,84.6,220.5,171.6,1.4,33.9,13.6,31436,6513,23594,1329,3464,2696,22,533,213
"327",2010,"Illinois","IL",3792770,3729989,9736527,9.3,48418,0,0,48418,NA,8780431,43.2,38.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12841980,2718.1,603.3,1889.7,225.1,444.9,256.8,5.5,23.9,158.7,349064,77472,242681,28911,57132,32976,704,3066,20386
"328",2010,"Indiana","IN",1791832,1744481,4895546,3.4,28028,0,0,28028,NA,4700148,38.12,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6490622,3070.2,748.3,2113.9,208,323.3,191,4.1,27.1,101.1,199274,48570,137204,13500,20983,12396,268,1760,6559
"329",2010,"Iowa","IA",1133429,1116063,2328364,3.3,9455,11190,3197,23842,NA,2227920,50.87,48.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3050202,2253.6,549,1580,124.6,268.5,205.2,1.2,28.9,33.2,68740,16746,48194,3800,8191,6258,38,883,1012
"330",2010,"Kansas","KS",857658,838790,2134690,5.3,9051,8701,5063,22815,NA,1999897,42.89,40.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2859143,3116.6,675.6,2230.5,210.6,370.8,273.5,3.4,40.1,53.8,89109,19315,63774,6020,10602,7821,97,1146,1538
"331",2010,"Kentucky","KY",1417995,1356468,3332440,2.5,20544,28598,14628,63770,NA,3186792,44.5,42.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4347223,2557.3,700.3,1713.5,143.5,243.9,120.3,4.3,33.1,86.2,111170,30443,74488,6239,10604,5230,188,1438,3748
