"year","state","state_abv","state_party_control","...1","democrat_county_vote","republican_county_vote","other_county_vote","county_totalvotes","state_totalvotes","vep","vap","statecrime.population","statecrime.rates.property.all","statecrime.rates.property.burglary","statecrime.rates.property.larceny","statecrime.rates.property.motor","statecrime.rates.violent.all","statecrime.rates.violent.assault","statecrime.rates.violent.murder","statecrime.rates.violent.rape","statecrime.rates.violent.robbery","statecrime.totals.property.all","statecrime.totals.property.burglary","statecrime.totals.property.larceny","statecrime.totals.property.motor","statecrime.totals.violent.all","statecrime.totals.violent.assault","statecrime.totals.violent.murder","statecrime.totals.violent.rape","statecrime.totals.violent.robbery"
2004,"Wisconsin","WI","Split",449748,1489504,1478120,29383,2997007,215784504,287650728,300388896,396254376,191930.4,31204.8,145843.2,14882.4,15105.6,8100,201.6,1483.2,5320.8,10563120,1717488,8026704,818928,831456,445752,11088,81792,292824
2004,"Wyoming","WY","NA",144762,70776,167629,5023,243428,5598844,8637075,8896308,11635401,76785.5,12447.6,60703.9,3631.7,5287.7,4422.9,50.6,508.3,303.6,388447,62974,307096,18377,26749,22379,253,2576,1541
2008,"Alabama","AL","NA",424713,813479,1266546,19794,2099819,140687873,231514949,240912436,312347300,273661.5,72447.1000000001,181858.1,19356.3,30337.6,16951,502.5,2324.9,10559.2,12757872,3377537,8478113,902222,1414370,790265,23517,108406,492182
2008,"Alaska","AK","NA",262113,123594,193841,8762,326197,13374077,19664748,20813445,28138013,120019.3,19339.7,90954.4,9725.2,26736.1,20049,159.9,2669.1,3854,823690,132717,624225,66748,183475,137596,1107,18327,26445
2008,"Arizona","AZ","NA",96315,1034707,1230111,28657,2293475,34402125,60706425,70105770,97502700,61533,13524,39105,8904,7284,4407,106.5,507,2263.5,3999795,879090,2541900,578805,473505,286440,6930,33000,147135
2008,"Arkansas","AR","NA",484950,422310,638017,26290,1086617,81496275,155364000,163113450,214154250,289875,89070.0000000001,183615,17182.5,38475,26910,435,3839.99999999999,7297.50000000001,8277000,2543400,5242875,490725,1098675,768300,12375,109725,208275
2008,"California","CA","NA",378885,8274473,5011781,275646,13561900,786590200,1291686738,1589843452,2131886628,170578,37526,102671.6,30380.4,29243.6,16553.2,336.4,1403.6,10950.4,62697768,13793038,37738048,11166682,10749082,6083968,124236,516374,4024504
2008,"Colorado","CO","NA",421984,1288576,1073589,39196,2401361,153687104,216520832,237373120,316125184,180544,36352,126892.8,17299.2,22649.6,15238.4,211.2,2784,4409.6,8917760,1795456,6267968,854336,1118720,752640,10560,137664,217856
2008,"Connecticut","CT","NA",59670,1000291,628041,18753,1647085,14823765,22251501,24533253,31511268,22417.2,3883.5,16248.6,2285.1,2760.3,1512,34.2,174.6,1039.5,784890,135963,568908,80019,96633,52938,1188,6120,36387
2008,"Delaware","DE","NA",19908,255459,152374,4579,412412,1237236,1885404,2041479,2619276,10784.1,2330.7,7574.7,878.7,2125.8,1344.3,19.5,127.5,634.5,94155,20349,66135,7671,18561,11736,171,1113,5541
2008,"District of columbia","DC","NA",6638,245800,17367,2686,265853,265853,432328,481971,591833,5104.6,640,3372.2,1092.4,1437.7,626.4,31.4,31.4,748.5,30211,3788,19958,6465,8509,3707,186,186,4430
2008,"Florida","FL","NA",447024,4282366,4046212,63061,8391639,562239813,849785053,975415212,1227998780,277413.5,68896.1000000001,185301.9,23215.5,46156.3000000001,30284,428.8,2184.2,13259.3,50845563,12627624,33962434,4255505,8459152,5550816,78256,400124,2429956
2008,"Georgia","GA","NA",1078815,1844137,2048744,32397,3925278,624119202,999316272,1123118442,1540033296,636795,165089.7,406642.5,65078.7000000002,77735.1,43613.7000000001,1049.4,3831.89999999999,29240.1000000001,61678803,15989676,39385731,6303396,7529127,4224789,101760,371106,2831472
2008,"Hawaii","HI","NA",27466,325201,120429,7112,452742,1810968,3718528,4144352,5152792,14266,2920,9757.6,1588.4,1090,632.4,8,112.8,336.8,183776,37616,125696,20464,14040,8144,104,1452,4340
2008,"Idaho","ID","NA",303182,236440,403012,15580,655032,28821408,45291004,49185048,67047904,92228.4,19483.2,67949.2,4791.6,10626,8197.2,66,1672,690.8,1405360,296912,1035408,73040,161920,124916,1012,25476,10516
2008,"Illinois","IL","NA",710277,3419673,2031527,71851,5523051,563351202,885929364,980801400,1315959426,299125.2,62434.1999999999,210946.2,25755,53590.8000000001,30691.8000000001,622.200000000001,3253.80000000001,19012.8,38592210,8054736,27215130,3322344,6913560,3959436,80580,420036,2453508
2008,"Indiana","IN","NA",649566,1374039,1345648,31367,2751054,253096968,428087224,444013252,586664864,308227.6,70416.8,212566,25244.8,31059.2,17185.6,460,2465.6,10938.8,19654788,4490060,13554728,1610000,1980300,1095904,29624,157412,697360
2008,"Iowa","IA","NA",708444,828940,682379,25501,1536820,152145180,219475971,227552985,297252945,241599.6,54727.2000000001,172438.2,14424.3,28521.9,21067.2,257.4,3088.8,4118.39999999999,7254027,1643202,5177601,433224,856449,632412,7623,92763,123651
2008,"Kansas","KS","NA",762090,514765,699655,21452,1235872,129766560,209236650,220508820,294224070,355540.5,73636.5000000001,254152.5,27751.5,43291.5,31982.9999999999,420,4599.00000000001,6300,9962610,2063355,7121730,777525,1213170,896070,11865,128730,176505
2008,"Kentucky","KY","NA",884460,751985,1048462,26061,1826508,219180960,378257640,393314040,512309400,321815.999999999,83076.0000000002,217212,21528,35664,19536,564,4091.99999999999,11472,13739040,3546720,9273480,918840,1522800,834240,24120,174840,489600
2008,"Louisiana","LA","NA",477600,781574,1148015,29496,1959085,125381440,205102144,213905856,282290944,248377.6,66054.3999999999,162643.2,19680,42969.6,31308.8,787.199999999999,1811.2,9056,10955456,2913536,7173824,868096,1895232,1380992,34816,80000,399424
2008,"Maine","ME","NA",127551,421923,295273,13967,731163,12429771,17614856,17846872,22379752,41882.9,8469.4,31890.3,1523.2,2029.8,1071,40.8,489.6,430.1,551361,111503,419815,20043,26724,14093,527,6443,5661
2008,"Maryland","MD","NA",180564,1629467,959862,42267,2631596,63158304,94223856,104228400,135206328,84422.4,16550.4,57079.2,10792.8,15076.8,8762.4,211.2,480,5625.6,4755960,932376,3215592,607992,849432,493680,11832,27048,316872
2008,"Massachusetts","MA","NA",105595,1904103,1108885,68348,3081336,43138704,64562904,70812490,90971538,33593,7810.6,23034.2,2748.2,6493.2,4555.6,36.4,376.6,1524.6,2182866,507514,1496782,178570,421918,296002,2324,24514,99078
2008,"Michigan","MI","NA",630053,2872579,2048639,80548,5001766,415146578,600196489,624862180,830284026,244850,62050.7999999999,153126.7,29664.2,42736.7000000001,27547.7,456.5,3743.3,10989.2,24493300,6207321,15318314,2967665,4275496,2756015,45982,374081,1099418
2008,"Minnesota","MN","NA",667812,1573354,1275409,61606,2910369,253202103,325438377,345909738,454174191,249176.7,44256.9,187928.7,16991.1,23089.8,12928.2,182.7,3010.2,6968.70000000001,13007979,2310546,9810468,886965,1205211,675033,9570,157035,363573
2008,"Mississippi","MS","NA",636361,554662,724497,6100,1285259,105391238,173301670,179612964,240966676,238546.2,71176,149928.8,17449.6,24952.6,13029.8,656,2673.2,8593.60000000001,7010016,2091492,4405860,512664,733244,382858,19352,78556,252478
2008,"Missouri","MO","NA",911702,1441911,1445814,37480,2925205,339323780,501791408,522891808,685746180,424873.200000001,89795.6000000001,294338.4,40727.5999999999,58278.4000000001,39706.8,893.200000000002,3166.8,14511.6,25116552,5308508,17400232,2407812,3445316,2347608,52896,186992,857820
2008,"Montana","MT","NA",444948,232156,243860,20056,496072,27780032,41553064,42301504,54176640,152236,21352.8,120596,10287.2,17438.4,13955.2,229.6,2072,1181.6,1472800,206584,1166704,99512,168728,135016,2240,20048,11424
2008,"Nebraska","NE","NA",745860,333319,452979,14983,801281,74519133,118606248,125368464,165859176,267774.9,45532.7999999999,200210.4,22031.7,29043.9,18786,362.7,3134.1,6761.09999999999,4775550,811983,3570642,392925,518010,335079,6417,55893,120621
2008,"Nevada","NV","NA",137275,533736,412827,21285,967848,16453416,28846824,34004709,44202839,58845.5,15857.6,32568.6,10421,12404.9,7333.8,107.1,722.5,4239.8,1530102,412318,846838,270946,322541,190672,2805,18802,110262
2008,"New hampshire","NH","NA",80885,384826,316534,9610,710970,7109700,9925190,10217870,13158090,21574,3242,17262,1069,1561,938,11,293,320,283870,42660,227140,14070,20540,12340,140,3850,4210
2008,"New jersey","NJ","NA",170184,2215422,1613207,9869,3838498,80608458,121271598,139676964,182335881,48161.4,9771.3,33509.7,4880.4,6856.5,3423,90.3,270.9,3072.3,4181667,848442,2909445,423780,595371,297192,7896,23562,266721
2008,"New mexico","NM","NA",268323,472422,346832,10904,830158,27395214,44950620,49692390,65483748,125918.1,34435.5,78153.9,13332,21565.5,15859.8,267.3,1857.9,3577.2,2498694,683298,1550835,264561,427911,314721,5313,36894,70983
2008,"New york","NY","NA",507067,4769700,2742298,79235,7591233,470656446,802637554,922372202,1208398414,123615.6,20850.6,94785.6000000001,7979.39999999999,24669.8,13398.2,266.6,892.799999999999,10112.2,24093138,4063728,18473644,1555766,4807852,2611750,51832,173476,1970794
2008,"North carolina","NC","NA",825950,2142651,2128474,39664,4310789,431078900,658178300,709650300,922241400,404190.000000001,120960,254250,28980,46759.9999999999,28090,650,2490,15530,37276300,11155600,23448000,2672700,4312500,2590700,59900,229600,1432300
2008,"North dakota","ND","NA",441808,141278,168601,6742,316621,16780913,26746450,27176704,33998493,107648.3,19302.6,80819.7,7526,11903.8,8474.69999999999,90.1000000000001,2734.8,604.2,690537,123808,518446,48283,76373,54378,583,17543,3869
2008,"Ohio","OH","NA",739772,2933388,2674491,90169,5698048,501428224,749153064,770655864,1010760080,300080,78478.4000000001,199804,21797.6,30976,12760,422.400000000001,3467.2,14335.2,34466696,9013664,22949344,2503688,3558368,1465376,48136,398728,1646128
2008,"Oklahoma","OK","NA",653653,502496,960165,0,1462661,112624897,201589003,213306863,280461797,267498,74512.8999999999,169684.9,23300.2,40925.5,29544.9,454.299999999999,3110.8,7815.5,9743195,2714019,6180405,848771,1490643,1076075,16555,113267,284746
2008,"Oregon","OR","NA",307638,1037291,738475,52098,1827864,65803104,97230888,104984856,136442160,118893.6,20055.6,88030.8000000001,10807.2,9410.39999999999,5684.4,82.7999999999999,1123.2,2523.6,4506084,760140,3336372,409572,356724,215388,3132,42588,95616
2008,"Pennsylvania","PA","NA",575999,3266523,2649934,61524,5977981,400524727,633835075,657515488,834034693,161624.1,31583.8,117933.4,12106.9,27470,15061.6,381.9,1876,10157.2,20119698,3932029,14680705,1506964,3419948,1874727,47235,233495,1264491
2008,"Rhode island","RI","NA",51801,296571,165391,9804,471766,2830596,4583616,4954716,6304728,17070,3292.2,11949,1828.8,1516.8,835.2,18,160.8,502.2,179370,34596,125556,19218,15936,8778,186,1692,5280
2008,"South carolina","SC","NA",398337,862449,1034896,23624,1920969,88364574,152235252,159780448,206070800,195044.6,47196,129706.2,18142.4,33626,24807.8,317.4,1729.6,6771.19999999999,8737700,2114344,5810536,812820,1506316,1111268,14122,77556,303370
2008,"South dakota","SD","NA",575223,170924,203054,3730,377708,24928728,38980062,39767574,53076804,113803.8,22017.6,84255.6,7537.19999999999,18275.4,12262.8,303.6,4613.4,1102.2,915222,177078,677556,60588,146982,98604,2442,37092,8844
2008,"Tennessee","TN","NA",835620,1087437,1479178,33509,2600124,247011780,433430280,453332970,590414360,383809.5,99502.9999999999,254961,29355,68656.4999999999,48336.0000000001,627.000000000001,3173.00000000001,16511,23853455,6183835,15845335,1824285,4266735,3003805,39140,197410,1026380
2008,"Texas","TX","Republican",2278507,3528633,4479328,69834,8077795,2051759930,3790068620,4510052448,6179051396,1012647.2,240182.400000001,683310.799999999,89154,129032,79781.4,1422.4,8407.40000000004,39395.3999999998,246345710,58431684,166226490,21687536,31390590,19410934,347980,2045970,9585706
2008,"Utah","UT","NA",264248,327670,596030,28670,952370,27618730,49330421,53362523,79356296,97895.3,15648.4,74501,7745.9,6533.7,4013.6,43.5,968.6,1505.1,2678817,428214,2038671,211932,178785,109852,1189,26535,41209
2008,"Vermont","VT","NA",127869,219262,98974,6810,325046,4550644,6758612,6896540,8697780,35837.2,7921.2,26595.8,1320.2,1925,1376.2,37.8,299.6,210,222642,49210,165228,8204,11956,8554,238,1862,1302
2008,"Virginia","VA","NA",1187445,1959532,1725005,38723,3723260,480300540,716897376,776853867,1002212481,326653.800000001,53444.7000000001,251046.900000001,22162.1999999999,33256.1999999999,17260.2,619.2,2979.89999999999,12409.8,25377654,4152252,19503639,1721763,2583999,1341213,47730,231426,963630
2008,"Washington","WA","NA",362271,1750848,1229216,56814,3036878,118438242,177840468,196285440,255419736,148445.7,31640.7,99453.9,17347.2,13033.8,7515.3,113.1,1579.5,3822,9722037,2072304,6513507,1136226,853632,492297,7527,103467,250341
2008,"West virginia","WV","NA",513480,303857,397466,12128,713451,39239805,78661990,79917475,99795740,139348,32857,96899.0000000001,9591.99999999999,15174.5,11077,203.5,1177,2717,2528405,596200,1758185,174020,275330,200970,3685,21395,49280
2008,"Wisconsin","WI","NA",676764,1677211,1262393,43813,2983417,214806024,296642088,310095072,405213624,198878.4,35128.8,148982.4,14767.2,19836,11606.4,187.2,1440,6602.39999999999,11192832,1977048,8384832,830952,1116504,653040,10512,81216,371736
2008,"Wyoming","WY","NA",217281,82868,164958,8209,256035,5888805,9332618,9614920,12251364,62675,9489.8,50018.1,3164.8,5743.1,4517.2,52.9,798.1,374.9,333845,50554,266432,16859,30590,24058,276,4255,2001
2012,"Alabama","AL","Republican",635964,795696,1255925,18732,2070353,138713651,237048814,248300794,323075541,234647.4,65974.8999999999,154957.6,13721.6,30143.3,20890.6,475.700000000001,1802.3,6974.70000000001,11314826,3181227,7472041,661558,1453431,1007345,22914,86832,336340
2012,"Alaska","AK","NA",391386,122640,164676,13179,300495,12320295,21003070,22315029,29989409,112315.4,16535.3,87248,8532.10000000001,24731.2,17761.2,168.1,3267.7,3530.1,821517,120950,638165,62402,180892,129929,1230,23903,25830
2012,"Arizona","AZ","Split",143610,1025232,1233654,40368,2299254,34488810,65869230,74456115,98298825,53088,12117,36586.5,4384.5,6433.5,4140,82.5,520.5,1690.5,3478950,794010,2397570,287370,421620,271305,5370,34155,110790
2012,"Arkansas","AR","Democratic",721425,394409,647744,27315,1069468,80210100,158385750,168312225,221184825,274507.5,81097.5000000001,178852.5,14557.5,35182.5,25672.5,442.499999999999,3172.5,5902.49999999999,8095575,2391750,5274525,429300,1037625,757125,12975,93525,174000
2012,"California","CA","Split",561759,7854285,4839958,344304,13038547,756235726,1371059042,1674535168,2206402940,160004.6,37473.8,96831,25705.6,24539.8,14436.2,290,1194.8,8618.80000000001,60868970,14254486,36835220,9779264,9334752,5492716,109272,454546,3278218
2012,"Colorado","CO","Split",623776,1322998,1185050,61169,2569217,164429888,235244480,254759872,332005248,171820.8,32268.8,124633.6,14918.4,19769.6,12774.4,198.4,2604.8,4185.6,8913280,1674048,6465344,773888,1025472,662592,10368,135232,217280
2012,"Connecticut","CT","Split",88047,905083,634892,18828,1558803,14029227,22914675,25237404,32313123,19260,3687.3,13956.3,1616.4,2547,1355.4,36.9,230.4,924.3,691506,132399,501066,58041,91440,48672,1314,8271,33183
2012,"Delaware","DE","NA",29367,242584,165484,5869,413937,1241811,1986486,2142243,2751276,10022.7,2411.1,7141.8,469.8,1642.2,1056,18.6,79.5,488.1,91917,22113,65496,4308,15060,9684,171,729,4476
2012,"District of columbia","DC","NA",9791,267070,21381,5313,293764,293764,479566,531080,632323,4860.8,556.5,3725.3,579,1243.7,554.1,13.9,37.3,638.3,30736,3519,23556,3661,7864,3504,88,236,4036
2012,"Florida","FL","Republican",658275,4237756,4163447,72976,8474179,567769993,903431082,1029651712,1294277056,219538.9,53258.3000000001,153336.2,12944.4,32635.7,22170.3,348.4,1822.4,8287.89999999999,42410196,10288721,29620365,2501110,6303829,4283243,67603,352420,1600563
2012,"Georgia","GA","Republican",1580142,1773827,2078688,47535,3900050,620107950,1048416903,1183180533,1577271255,542285.399999998,139109.1,357432,45744.2999999999,60245.1000000002,35934,938.099999999998,3402.60000000001,19970.4,53794311,13799451,35457636,4537224,5976969,3565257,92379,337716,1981617
2012,"Hawaii","HI","Split",40078,306266,120937,7018,434221,1736884,3941976,4365804,5569252,12300.8,2292.4,8972.8,1035.6,956.8,567.6,8.4,82,298.8,171268,31916,124932,14420,13320,7904,116,1140,4160
2012,"Idaho","ID","Split",441914,212787,420911,18576,652274,28700056,47958372,51589164,70212032,87274,19813.2,63698.8,3762,9147.59999999999,7079.6,79.1999999999999,1320,668.8,1392644,316184,1016444,60016,145992,112948,1276,21076,10692
2012,"Illinois","IL","Democratic",1031883,3019512,2135102,87277,5241891,534672882,909215148,1003566066,1313276010,263027.4,56324.3999999999,186343.8,20349,42309.6,23460,591.6,2825.4,15422.4,33865326,7252302,23992644,2620380,5447106,3021036,75888,364140,1986042
2012,"Indiana","IN","Republican",939642,1152887,1420543,51104,2624534,241457128,437249504,456275932,601434728,278686.4,67003.6000000001,192464,19228,31804.4,19743.2,432.399999999999,2346,9282.79999999998,18218944,4380304,12581828,1256812,2079384,1290484,28520,153364,607016
2012,"Iowa","IA","Split",1020591,822544,730617,29019,1582180,156635820,222940278,233293203,304344414,224908.2,55053.8999999999,156895.2,12959.1,26126.1,20077.2,148.5,2801.7,3098.7,6914061,1692504,4823280,398277,803088,617166,4455,86229,95238
2012,"Kansas","KS","Republican",1093155,439908,689809,26537,1156254,121406670,213217200,227035725,303020025,330036.000000001,68281.5000000001,237090,24664.5,37232.9999999999,27636,304.5,3832.5,5460,9524550,1970535,6842325,711690,1074360,797475,8820,110565,157500
2012,"Kentucky","KY","Split",1262820,679370,1087190,30652,1797212,215665440,388204080,404933280,525649800,306348,81048,207024,18264,26712,13008,540,3480,9684,13419120,3550440,9068520,800160,1170240,570000,23400,152640,424200
2012,"Louisiana","LA","Republican",679392,809141,1152262,32662,1994065,127620160,211850688,223707136,294521152,226598.4,58604.7999999999,157036.8,10963.2,31801.6,21888,691.2,1612.8,7616,10427904,2696960,7226560,504384,1463552,1007360,31680,74112,350400
2012,"Maine","ME","Split",181152,401306,292276,19598,713180,12124060,17758302,18083818,22596264,42668.3,9542.1,31852.9,1273.3,2085.9,1037,32.3,476,540.6,567137,126837,423385,16915,27727,13787,425,6324,7191
2012,"Maryland","MD","Democratic",256236,1677844,971869,57614,2707327,64975848,97497624,109269456,141229512,66084,13756.8,46197.6,6127.2,11443.2,6652.8,151.2,504,4135.2,3888744,809568,2718576,360600,673320,391440,8856,29640,243384
2012,"Massachusetts","MA","Democratic",149737,1921290,1188314,58163,3167767,44348738,67542790,73893834,93046016,30142,7275.8,20921.6,1944.6,5677,3925.6,25.2,345.8,1380.4,2003246,483560,1390438,129248,377342,260932,1694,22988,91728
2012,"Michigan","MI","Republican",891752,2564569,2115256,51136,4730961,392669763,608153284,633910674,820318880,210031.5,55145.2000000001,133796,21090.3,37723.5,24526.5,581,3851.2,8764.80000000001,20758383,5450195,13223643,2084545,3728526,2424430,57187,380887,866022
2012,"Minnesota","MN","Split",942123,1546167,1320225,70169,2936561,255480807,335595888,357658827,467985093,223442.1,41046.6,168719.1,13676.4,20088.3,11658,156.6,2653.5,5620.2,12019224,2207886,9075492,735846,1080453,627009,8613,142506,302325
2012,"Mississippi","MS","Split",894907,562949,710746,11889,1285584,105417888,177664152,184150516,244763932,230502,77129.2,141499.2,11873.6,21385.6,12250.8,606.799999999999,2255,6273,6880292,2302232,4223656,354404,638452,365720,18040,67404,187288
2012,"Missouri","MO","Split",1277450,1223796,1482440,51076,2757312,319848192,513984516,536775036,698550608,384470.400000001,81803.1999999998,271254.4,31412.7999999999,52304.4000000001,37514.4000000001,754,2911.59999999999,11136,23152440,4926056,16334656,1891728,3149980,2258868,45124,175276,670712
2012,"Montana","MT","NA",621516,201839,267928,14165,483932,27100192,43289736,43885856,56287896,144687.2,21694.4,113584.8,9408,15243.2,11916.8,151.2,2111.2,1064,1454320,218064,1141672,94584,153216,119784,1512,21224,10696
2012,"Nebraska","NE","Uncertain",1039089,302081,475064,17234,794379,73877247,122312949,129653532,172563825,256205.7,43784.4,191645.1,20785.5,24124.2,14638.2,269.7,3561.90000000001,5663.7,4753974,812355,3555948,385671,447702,271560,4929,66123,105090
2012,"Nevada","NV","Split",190876,531373,463567,19978,1014918,17253606,30524877,35683187,46901827,47759.8,13630.6,27958.2,6172.7,10329.2,6648.7,76.5,572.9,3031.1,1317670,376040,771324,170306,284971,183430,2108,15827,83606
2012,"New hampshire","NH","Republican",112415,369561,329918,11452,710931,7109310,10160410,10502200,13207180,23240,4122,18343,775,1879,1170,11,340,357,306930,54440,242260,10230,24810,15450,150,4490,4720
2012,"New jersey","NJ","Split",236397,2125101,1477568,37623,3640292,76446132,123953445,143349024,186156390,42993.3,10029.6,29057.7,3903.9,6094.2,3059.7,92.4,245.7,2696.4,3811101,889098,2575902,346101,540267,271299,8148,21735,239085
2012,"New mexico","NM","Split",372372,415335,335788,32635,783758,25864014,47482974,52039647,68822754,118823.1,33834.9,76342.2,8642.7,18450.3,13830.3,184.8,1514.7,2923.8,2478102,705672,1592151,180279,384780,288420,3828,31581,60951
2012,"New york","NY","Split",702553,4324228,2223397,514300,7061925,437839350,825930334,950730506,1213356182,119164,20453.8,93217,5493.2,25221.6,15022.6,217,905.200000000001,9076.79999999999,23320680,4002286,18242818,1075576,4935820,2940226,42408,176576,1776610
2012,"North carolina","NC","Republican",1141250,2178391,2270395,56586,4505372,450537200,695207800,750044800,975207300,336950,101850,218570,16530,35340.0000000001,23180,489.999999999999,2030,9630,32859400,9932300,21315100,1612000,3446400,2260900,47900,198400,939200
2012,"North dakota","ND","NA",608917,124966,188320,9646,322932,17115396,28510873,29084810,37080284,106535.3,18009.4,79807.4000000001,8718.5,12969.1,9704.30000000001,212,2061.7,991.100000000001,745339,125981,558355,61003,90736,67893,1484,14416,6943
2012,"Ohio","OH","Republican",1017236,2827621,2661407,91794,5580822,491112336,761067384,782714592,1015891800,274331.2,78839.2,180620,14872,26373.6,11589.6,378.400000000001,2789.6,11616,31669704,9101048,20851600,1717056,3044360,1338216,43560,321904,1340680
2012,"Oklahoma","OK","Republican",896434,443547,891325,0,1334872,102785144,209111364,222274822,293741140,261877,72118.2,166420.1,23338.7,36136.1,25972.1,438.899999999999,3203.2,6521.89999999999,9990211,2751287,6348496,890428,1378454,990759,16632,122276,248787
2012,"Oregon","OR","Split",421146,970488,754175,64607,1789270,64413720,101957904,109687104,140376708,116071.2,20221.2,86432.4,9421.2,8913.60000000001,5547.6,86.4,1051.2,2228.4,4526028,788436,3370284,367308,347508,216288,3312,41040,86868
2012,"Pennsylvania","PA","Republican",787250,2990274,2680434,71332,5742040,384716680,646961782,672508212,855156912,145142.1,29848.5,107407.7,7885.89999999999,23362.9,13024.8,361.8,1748.7,8227.60000000001,18525232,3809553,13708803,1006876,2981701,1662806,45895,222909,1050091
2012,"Rhode island","RI","Democratic",70719,279677,157204,9171,446052,2676312,4632342,5029014,6301752,15433.8,3398.4,10534.2,1501.2,1514.4,923.4,19.2,164.4,407.4,162102,35694,110640,15768,15906,9696,204,1728,4278
2012,"South carolina","SC","Republican",543375,865941,1071645,26532,1964118,90349428,160160960,168188006,217291258,175821.2,43907,119061.8,12857,25704.8,19384.4,317.4,1633,4370,8305300,2073956,5624098,607246,1214262,915630,14904,77234,206494
2012,"South dakota","SD","NA",783321,145039,210610,8166,363815,24011790,40383552,41591880,55001364,135966.6,25806,101732.4,8434.80000000001,21238.8,15160.2,198,4633.19999999999,1254,1133088,215028,847770,70290,177012,126324,1650,38610,10428
2012,"Tennessee","TN","Republican",1135155,960709,1462330,35538,2458577,233564815,449909360,472672595,613343085,320283,82668.9999999999,218509.5,19095,61141.9999999999,45561.9999999999,570,2992.5,12017.5,20678080,5337195,14107785,1233100,3947250,2941295,36860,193040,776055
2012,"Texas","TX","Republican",3079369,3308124,4569843,115884,7993851,2030438154,4096355282,4878014628,6619037562,853897.200000003,199618.599999999,590905.600000003,63347.6000000003,103784.4,65532,1117.6,7518.40000000003,29616.3999999999,222518986,52021740,153988262,16508984,27044904,17078706,290576,1958594,7717028
2012,"Utah","UT","Republican",355685,251813,740600,25027,1017440,29505760,53116458,57320617,82803323,86762.2,13145.7,67523.6,6092.9,5968.2,3842.5,52.2,957,1116.5,2477296,375347,1927978,173971,170404,109707,1450,27347,31900
2012,"Vermont","VT","NA",172011,199239,92698,7353,299290,4190060,6899480,7025942,8764154,33581.8,8867.6,23741.2,973,1996.4,1458.8,18.2,270.2,250.6,210224,55510,148624,6090,12502,9128,112,1694,1568
2012,"Virginia","VA","Republican",1594182,1971820,1822522,60147,3854489,497229081,751816128,818505258,1055976843,278910.9,46504.5,218100.3,14306.1,24522.9,14331.9,490.200000000001,2283.3,7417.5,22831065,3806919,17853342,1170804,2007756,1172868,40506,187308,607074
2012,"Washington","WA","Split",485238,1755396,1290670,79450,3125516,121895124,187987527,207841218,268983468,142685.4,34339.5,93416.7000000001,14929.2,11528.4,6922.5,117,1240.2,3248.7,9840987,2368275,6443034,1029678,795054,477438,8034,85527,224055
2012,"West virginia","WV","Democratic",686895,238269,417655,14516,670440,36874200,79571580,80970010,102047715,130069.5,33467.5,90051.5000000001,6550.5,17396.5,13453,214.5,1248.5,2486,2413290,621005,1670790,121495,322795,249590,3960,23155,46090
2012,"Wisconsin","WI","Republican",903780,1620985,1410966,39483,3071434,221143248,302668632,317625264,412300656,176673.6,35136,131205.6,10332,20196,12636,216,1533.6,5810.39999999999,10116936,2012040,7513344,591552,1156608,723600,12456,87768,332784
2012,"Wyoming","WY","NA",289800,69286,170962,8813,249061,5728403,9768859,10152867,13257476,52757.4,8480.1,41949.7,2329.9,4632.2,3719.1,55.2,614.1,243.8,304106,48875,241799,13432,26703,21436,322,3542,1403
2016,"Alabama","AL","NA",847215,729547,1318250,75570,2123367,142265589,241849632,252653784,325841100,197502.6,46933.5,134422.1,16153.7,35664.1,26009.4,562.799999999999,2639.8,6458.79999999999,9605254,2282355,6537458,785441,1734362,1264759,27269,128372,313962
2016,"Alaska","AK","NA",520659,116454,163387,38557,318398,13054318,21397408,22735566,30417654,137473,22398.3,98182.6999999999,16896.1,32972.2,22164.6,287,5817.9,4698.6,1019916,166173,728406,125337,244606,164451,2132,43173,34850
2016,"Arizona","AZ","NA",190905,1161167,1252401,190709,2604277,39064155,71333760,80211405,103966065,44676,8166,32521.5,3987,7051.5,4731,82.5,712.5,1527,3096480,566040,2254125,276315,488745,327870,5700,49350,105825
2016,"Arkansas","AR","NA",957900,380494,684872,64530,1129896,84742200,160675800,171594075,224118600,245145,59662.5,167520,17955,41317.5000000001,30075,540,5377.49999999999,5317.5,7325475,1782825,5006025,536625,1234575,898650,16200,160725,159000
2016,"California","CA","NA",744633,8753788,4483810,943997,14181595,822532510,1453388360,1747548990,2276500986,148074,27828.4,94134,26117.4,25827.4,15422.2,284.2,2024.2,8096.80000000001,58120060,10921632,36946580,10251848,10138168,6053750,111940,794716,3177762
2016,"Colorado","CO","NA",825568,1338870,1202484,238866,2780220,177934080,254195520,275307840,354594880,175404.8,27609.6,125139.2,22656,21926.4,13510.4,236.8,4108.8,4076.8,9718400,1529792,6933504,1255104,1214912,748544,13056,227520,225792
2016,"Connecticut","CT","NA",116424,897572,673215,76749,1647536,14827824,23301810,25447392,32188068,16272,2528.1,11956.5,1788.3,2043.9,1152,19.8,191.7,680.4,581976,90405,427608,63963,73107,41211,702,6867,24327
2016,"Delaware","DE","NA",38826,235603,185127,22267,442997,1328991,2070459,2244651,2856195,8298,1582.8,6236.1,479.1,1526.4,983.4,17.7,97.2,428.1,79002,15069,59373,4560,14532,9363,168,924,4077
