series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Massachusetts,5555,5578,6000,6054,6954,7043,7146,7162,6792,6965,6005,5938,6262,5628,6724,6752,7316,7532,7746,7512,7667,7719,6604,6663,6294,5880,6835,6877,7470,7601,7683,7351,7264,7133,6449,6232,6471,5595,7326,6990,7710,7766,8073,7537,7358,7264,6550,6201,6325,5961,7030,6951,7440,7410,7569,7331,6852,7081,6316,5999,6073,5719,6655,7059,7399,7542,7954,7307,7487,7328,6975,6466,6845,5838,6900,6814,7689,7524,8056,7390,7364,7386,7018,6753,6887,5680,7240,7414,8089,7868,7962,7822,7512,7373,6654,6502,6842,6254,7289,7601,7980,8028,8341,8048,7733,7791,7132,6902,6506,6018,7762,7688,8195,7723,8154,8048,7683,7686,7173,6607,7078,6340,7791,7776,8442,8168,8499,8015,7989,7518,6950,6444,6635,5877,7232,7089,7947,7664,8307,7547,7579,6952,6882,6755,6885,5924,7142,6945,7672,7179,7854,7527,7168,6978,6256,6343,6521,5518,6582,6717,7560,7427,7613,7548,7181,6832,6221,7204,6201,5406,6393,6355,7240,7231,7285,6970,7155,6980,6267,6967,5848,4999,6352,6306,7623,6918,7418,7220,6947,6546,6226,6120,6108,5578,6574,6618,7115,7127,7326,6930,6488,6618,6070,5847,5930,5200,5741,6262,6740,6660,6858,6661,6690,6750,6060,6034,5889,5347,6176,5815,6989,6728,6861,6256,6676,6167,5563,5940,5591,4948,5875,5705,6481,6436,6800,6462,6523,6991,6191,6042,6396,5561,5528,4599,5473,6017,6675,6747,5945,5735,5184,5265
Massachusetts Clearances,2735,2579,2839,2874,3094,3119,3350,3320,3069,3020,2696,2855,2976,2587,3005,2981,3230,3206,3321,3274,3387,3297,2920,2844,2791,2523,2953,3000,3214,3161,3309,3219,2910,3016,2727,2543,2742,2430,3110,2915,3133,3204,3273,3076,2892,2824,2723,2563,2624,2406,2697,2690,2900,3009,3153,3045,2676,2786,2509,2446,2581,2420,2720,2895,3201,3185,3335,3147,3267,2799,2803,2470,2806,2492,2676,2731,3100,3099,3491,3000,2978,3055,2948,2877,3134,2682,3175,3333,3529,3403,3732,3572,3388,3189,2874,3018,3275,2917,3345,3512,3675,3769,4237,3884,3466,3591,3354,3197,3371,2886,3781,3647,3770,3566,4093,3741,3358,3483,3311,3119,3505,3059,3535,3565,4059,3772,4051,3725,3543,3340,3186,2919,3229,2767,3228,3252,3561,3532,4217,3525,3388,3120,3064,3073,3218,2709,3255,3104,3516,3214,3728,3500,3270,3048,2787,2948,2976,2564,3011,3044,3397,3305,3531,3671,3295,3031,2845,3689,2906,2550,2989,2824,3276,3356,3537,3271,3222,3050,2756,3122,2712,2267,2848,2723,3283,3110,3312,3115,2858,2623,2572,2563,2794,2589,2899,3013,3131,3228,3362,3192,2861,2848,2732,2599,2834,2417,2645,2861,3005,3029,3200,3156,2952,2949,2757,2719,2690,2383,2881,2612,3092,2931,3189,2955,3001,2841,2575,2626,2573,2341,2619,2536,2907,2916,3146,2992,2834,2643,2469,2627,2844,2392,2419,2030,2535,2518,2679,2843,2493,2368,2226,2259
