series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
New Mexico,2839,2608,3018,3140,3346,3177,3449,3303,3103,2975,2716,2758,2875,2829,3245,3164,3465,3163,3405,3175,3327,3314,2841,2823,2918,2536,3051,3287,3297,3296,3335,3465,3266,2779,2507,2372,2838,2309,2871,3028,3310,3008,2968,3152,2965,3066,2589,2550,2868,2605,3043,2921,3208,3018,3286,3266,3001,3039,2706,2752,2929,2722,2953,3251,3395,3175,3291,3520,3405,3261,2728,2866,3073,2761,2952,3370,3476,3260,3613,3518,3191,3324,2821,2875,2942,2862,3380,3346,3663,3470,3420,3774,3259,3444,2993,3048,3063,2843,3195,3417,3649,3291,3417,3619,3510,3444,3244,3276,3592,3287,3402,3401,3599,3481,3615,3422,3183,3036,3076,2993,3509,3044,3439,3590,3850,3353,3689,3780,3380,3503,2975,2998,2994,2736,3193,3299,3487,3253,3459,3662,3198,3068,2905,2804,3037,2822,3154,3223,3493,3167,3345,3253,3141,3169,2820,2726,2312,1970,2436,2426,2544,2355,2363,2397,2298,2222,2079,2157,2239,2172,2471,2258,2482,2633,2584,2561,2387,2290,2035,2024,2375,2204,2422,2404,2621,2382,2527,2588,2340,2331,2248,2266,2395,2263,2386,2470,2767,2675,2649,2669,2558,2592,2228,2205,2603,2301,2408,2634,2826,2714,2900,2852,2793,2809,2421,2202,2861,2741,3138,3284,3498,3255,3061,3278,3058,2906,2833,2743,2930,2717,2983,3080,3193,3065,3389,3604,3127,3271,2842,2577,2936,2797,3087,2933,3327,3445,3444,3616,3007,3103,2539,2525
New Mexico Clearances,1721,1531,1677,1925,2005,1898,2117,1969,1985,1742,1781,1630,1790,1788,1975,1912,2124,1910,2132,1973,2043,2051,1776,1770,1862,1560,1875,2034,1974,1946,1994,1916,1966,1723,1456,1377,1736,1491,1884,1845,1885,1795,1835,1922,1793,1924,1409,1415,1530,1428,1645,1500,1717,1658,1693,1752,1587,1629,1443,1488,1689,1537,1711,1813,2003,1833,1885,1906,1915,1740,1474,1659,1735,1511,1581,1787,1886,1690,1886,1901,1656,1684,1568,1532,1570,1530,1756,1767,1933,1822,1857,1949,1674,1882,1583,1698,1588,1445,1355,1563,1546,1365,1389,1469,1464,1460,1385,1410,1679,1532,1661,1518,1488,1518,1564,1583,1351,1346,1490,1416,1682,1497,1792,1726,1811,1672,1770,1833,1590,1752,1460,1486,1658,1494,1657,1779,1845,1715,1817,1817,1712,1632,1496,1490,1662,1573,1674,1778,1766,1642,1707,1679,1625,1573,1490,1467,1137,953,1252,1264,1267,1083,1139,1141,1111,1048,969,1009,1037,1039,1153,1136,1215,1292,1195,1174,1110,1061,934,971,1081,1100,1078,1100,1137,1080,1028,1113,1087,1016,957,986,1000,940,1026,999,1061,1029,1030,1117,1011,1044,906,928,1093,1047,1134,1225,1280,1242,1283,1217,1178,1197,939,960,1283,1206,1399,1420,1546,1399,1360,1416,1306,1169,1199,1161,1318,1061,1294,1243,1383,1335,1452,1366,1285,1325,1132,1100,1172,1137,1319,1291,1403,1425,1459,1415,1247,1249,1166,1060
