series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
District of Columbia,1285,1086,1221,1257,1182,1318,1362,1544,1338,1578,1532,1209,1357,1244,1561,1418,1508,1468,1566,1534,1489,1570,1412,1452,1354,1279,1510,1447,1289,1438,1584,1434,1673,1462,1360,1250,1438,1167,1358,1502,1559,1418,1639,1537,1489,1303,1434,1534,1286,1022,1541,1473,1495,1530,1327,1078,1189,1204,1205,1288,1296,1101,1470,1371,1474,1390,1582,1631,1406,1654,1281,1600,1284,1186,1645,1550,1759,1681,1843,1730,1568,1294,1324,1980,1437,1093,1484,1485,1851,1650,1680,1602,1581,1621,1554,1427,1080,1407,1549,1607,1649,1667,1587,1417,1513,1475,1138,1020,1599,1478,1610,1811,1854,1923,1830,1631,1554,1625,1329,948,1640,1186,1780,1836,1963,1908,1840,1753,1776,1763,1597,1454,1416,1408,1662,1682,1860,1708,1885,1705,1802,1752,1639,1702,1632,1427,1608,1712,1858,1799,1806,1830,1771,1658,1508,1657,1709,1418,1690,1702,1887,1913,1901,1859,1897,1815,1671,1716,1755,1619,1851,2050,2171,2013,2131,2148,2083,2270,1857,1597,1877,1501,1922,2032,2414,2087,2387,2286,2187,2272,2127,1855,1981,1862,2217,2107,2400,2479,2254,2120,2228,2332,1924,1976,1928,1717,1781,2036,2084,1985,2088,1936,2099,2086,1836,1773,1765,1598,1857,2053,2044,2033,2047,2099,2099,2062,1803,1794,1771,1556,1745,1964,2183,2113,2173,2139,2236,2137,1925,1900,1857,1752,1748,1370,1779,1776,1846,1820,1777,1881,1696,1536
District of Columbia Clearances,473,478,513,527,484,468,496,581,588,595,529,438,478,527,659,572,607,553,597,568,552,507,497,465,505,479,566,520,535,601,566,627,592,528,417,427,455,403,461,527,619,562,665,575,663,541,586,594,555,466,486,598,553,636,488,463,484,439,516,526,590,484,769,574,673,699,614,713,584,764,509,1328,664,616,752,728,796,751,751,831,729,697,534,794,612,522,671,582,741,716,661,596,704,544,607,616,382,613,603,685,699,674,621,659,531,619,465,429,713,686,808,840,838,684,752,587,596,592,494,418,811,647,908,901,902,930,944,823,840,835,733,783,801,803,966,875,964,852,951,908,892,748,677,719,886,820,921,960,1025,901,897,833,808,808,754,811,846,755,933,914,967,976,954,899,907,919,773,812,681,679,832,809,873,798,820,839,825,867,761,634,977,843,1002,954,1020,1028,1175,887,218,280,287,295,639,918,1834,1023,1167,1265,1101,1086,1133,1165,976,1067,680,845,1017,1146,1473,1104,1131,1163,1113,1085,1045,1148,971,902,1128,1140,1148,1111,1083,1078,1085,1078,1004,1067,999,898,1108,1055,1119,1067,1110,1063,1079,1056,1159,1357,1138,1057,984,817,904,807,846,797,927,860,749,1727
