series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Tennessee,10574,10598,11799,11709,12739,11857,12730,12261,12488,12474,11115,10748,11757,10502,13071,13508,14071,13494,14462,13847,13924,14025,12094,11897,12214,10786,13080,13615,14200,14163,14587,15519,14638,13512,11727,12086,11984,10654,13942,13779,14596,13662,14365,14517,13847,13919,12557,11604,13080,11925,13784,13828,15136,13919,14832,15039,14656,14538,13125,12017,13393,11985,14322,14844,16061,15112,15737,15722,15458,14858,13493,13045,14039,11914,14436,15393,15420,14954,15655,15495,14928,14411,12985,13276,13354,12160,15721,15360,16773,15542,15893,16338,15796,14889,13006,13566,12816,12494,14594,15099,15939,15261,15752,15983,15981,14153,12766,12439,12867,12412,14907,15592,16317,15446,15359,15831,14769,13874,13091,11825,12130,11383,14360,15018,15792,14485,14852,15292,14794,14394,12664,11718,12102,11487,13674,14473,14997,14063,15022,14953,14130,13647,12587,12212,12889,12298,14371,14544,15289,14282,14413,14490,13701,12866,11935,12222,12086,10397,11644,13425,13817,13813,13298,14193,13292,12878,11268,11134,11325,10319,12392,13615,14349,13267,13323,14038,13109,12574,10996,11483,11719,9423,12152,13136,14289,13243,13517,13749,13168,12352,11774,12199,11966,11091,13059,13516,14011,13149,13254,13806,13590,13704,11834,11918,12950,11261,12641,13933,14696,13700,14120,13918,13448,13339,11917,11584,11548,11312,13037,12706,14408,13241,13697,13713,13334,12490,11150,11940,11853,10408,11686,13008,13712,12712,13045,13099,13018,12091,10835,11542,11710,10401,11558,10597,13112,13444,13634,13384,12273,12514,11429,11107
Tennessee Clearances,3942,3976,4429,4389,4616,4241,3738,3528,3746,3839,3340,3406,3465,3663,4666,4752,4924,4623,5257,5163,4869,5077,4503,4303,4017,3905,4659,5106,5364,5342,5744,6298,6313,5731,4896,5137,4283,4175,5186,5372,5882,5504,5820,6137,6042,6005,5055,5007,4897,4927,5698,5839,5861,5783,6094,6310,6027,5726,5240,5186,4776,4805,5863,6004,6541,6009,6351,6670,6516,6162,6257,6442,5264,5229,6478,6650,6861,6915,6904,6992,6600,6403,5892,5560,5233,5253,6372,6723,7205,6710,7129,7472,7033,6815,6099,5942,6245,5833,6532,6821,6969,6779,7411,6898,7195,6829,5929,5801,6130,6015,6806,7093,7116,7068,6961,7809,7084,6695,5976,5187,5812,5240,6519,6211,6558,6171,6277,6446,6412,6060,5420,5075,5433,5152,6239,6348,6881,6787,6878,6800,6789,6157,5736,5468,6400,5875,6245,6648,6975,6372,6269,6665,6121,5691,5482,5559,6061,5387,5625,6625,6927,6513,6472,6541,6115,6194,5494,5421,5824,5132,5761,6522,6544,6331,6217,6198,6328,5994,5203,5278,5701,4919,5958,6285,6726,6176,6509,6558,6435,5842,5634,5884,5914,5566,6318,6457,6646,6451,6035,6520,6441,6238,5986,5728,6285,5911,6309,6585,7223,6509,6841,6755,6263,6443,5814,5716,5871,5601,6371,6299,6956,6262,6405,6600,6239,5998,5407,5776,5939,5320,5638,6326,6809,6258,6281,6648,6388,6146,5433,5768,6202,5220,5567,5011,5731,5799,6036,5881,5518,5534,4944,4850
