series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Indiana,4986,4981,5355,5210,6019,5677,5852,5837,5446,5625,4743,4195,4809,4445,5433,5852,6150,6042,6238,6150,5919,5905,5346,6490,5211,4506,5151,5714,6210,6334,7233,6299,6469,6016,5335,4998,4907,4407,5684,5678,6230,6150,6086,6303,6048,5770,5105,4875,5094,4919,5838,6125,6509,6028,6408,6269,6248,6062,5145,5118,5195,4891,5859,6266,6700,6428,6718,6609,6742,6328,5658,5554,5837,4857,6221,6640,6701,6612,7058,6535,6487,6463,5693,5494,5886,4752,6942,6669,7520,7322,7190,7291,7264,6795,5937,5811,5625,5032,6154,6331,6591,6562,7221,7373,7156,6766,5557,5220,4990,4954,6017,6050,6709,6489,6786,6625,6576,6111,5769,5652,5374,4684,6315,6498,6884,6761,6546,6729,6833,6344,5726,5894,5548,4452,6109,6110,7373,6671,7167,6956,6076,6297,5316,5246,5818,5498,6641,6574,7344,6650,7791,6940,6856,6405,5861,5443,5719,4957,5584,6169,7121,6683,7132,6993,6553,6040,5770,5220,4995,4444,5606,6016,6516,6347,6199,6395,5924,5829,5186,5154,5281,4361,5612,5931,6686,6289,6675,6603,6335,6049,5182,5338,6113,4798,5795,5848,6561,6289,6610,6267,6043,5782,5226,4888,6290,4808,5253,5866,6491,6124,6541,6181,6007,5821,5436,4830,5181,4768,5585,5415,6560,5961,6462,6380,6008,5671,5146,5412,4960,4530,5014,5361,6342,4798,6362,6440,6093,5424,5278,5192,5614,5079,5385,4894,6441,6895,7432,7073,6469,6412,6021,5594
Indiana Clearances,2221,2229,2611,2287,2963,2585,2636,2648,2375,2502,2200,1968,2329,2325,2617,2728,2904,2659,2754,2854,2569,2818,2529,2289,2698,2280,2567,2763,3031,3049,3246,3114,3049,2882,2557,2376,2511,2269,2618,2682,2915,2631,2686,2671,2863,2699,2384,2436,2324,2237,2693,2631,2804,2546,2610,2648,2684,2456,2271,2346,2551,2310,2745,3135,2899,2705,2775,2964,2982,2882,2575,2638,2840,2456,2911,3015,2956,2956,3286,3016,3114,3034,2647,2303,2687,2325,3028,3062,3544,3265,3311,3339,3448,3232,2846,2960,3032,2566,3066,3120,3154,3070,3517,3337,3470,3391,2855,2560,2619,2467,2952,3059,3200,3029,3239,3148,3218,2727,2156,2161,2621,2391,2991,2877,3016,2977,2902,3031,3100,2763,2636,3069,2581,2159,2805,2790,3192,3101,3054,3286,2776,2871,2442,2375,2863,2659,3074,2882,3199,3011,3237,2998,2895,2777,2442,2323,3018,2508,2677,2848,3182,2755,3109,3111,2784,2717,2568,2258,2527,2162,2581,2533,2590,2399,2229,2295,2245,2299,1854,1967,2380,1828,2230,2415,2611,2450,2511,2489,2509,2437,2018,2213,2553,2156,2592,2336,2622,2539,2530,2790,2404,2293,2305,2062,2611,2146,2398,2322,2631,2618,2695,2669,2502,2432,2314,2051,2470,2237,2414,2343,2839,2555,2715,2601,2410,2386,2044,2156,2329,2064,2257,2177,2616,1849,2391,2570,2337,2207,2202,2321,2625,2331,2356,2088,2491,2497,2616,2626,2278,2217,2090,2137
