series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Arizona,6428,6238,6583,6964,7199,6572,6919,7135,7034,6989,6234,6211,6349,5995,6888,7040,7905,7123,7343,7166,7326,7629,6608,6594,6843,6582,7267,7467,7984,7257,7193,7494,7826,7451,6697,6479,6925,5859,7154,7054,7503,6793,7331,7342,7383,7312,6279,6114,6921,6402,7188,7282,7533,6626,7146,7545,7483,7280,6885,6291,6958,6333,6847,7279,8035,7092,7544,7658,7732,7905,7015,6699,7709,7346,8008,8216,8858,8109,8524,8248,8354,8233,7696,7405,7308,7011,8252,8340,8800,8200,8240,8435,8361,8365,7617,7377,7266,7194,7845,8168,8513,7848,8254,8535,8495,8155,7567,7190,8022,7177,7861,7920,8661,7686,7881,8053,7914,7608,7008,6780,7155,6453,7454,7625,8082,6861,7785,7646,7848,7664,6930,6898,6541,5863,7172,7339,7409,6999,7241,7527,7477,7614,6624,6524,7459,6800,7762,7971,8214,7695,7924,8039,7935,7696,7176,6902,6964,6224,7519,7580,8044,7592,7610,7890,7667,7195,7058,6751,7007,6452,7420,7441,7884,7424,7293,7650,7729,7581,6942,6971,7383,6851,8028,7702,8522,7798,7520,8655,7991,7878,7379,7224,7928,7514,8106,8458,8583,8397,8456,8398,8380,8890,7887,8162,8532,7778,9138,9485,9621,9002,9287,9698,9370,9709,8959,8958,8617,7989,9017,9521,9825,9055,9336,9261,9276,8951,8373,8117,8387,7572,8843,9183,9488,8980,9434,10007,9826,9296,8995,8594,9252,8927,9344,8939,9626,8832,9344,9578,9283,9523,8590,8204
Arizona Clearances,3350,3096,3241,3356,3654,3247,3435,3401,3422,3302,2891,2695,3195,2941,3234,3370,3681,3357,3414,3208,3448,3410,3068,3046,3218,3035,3363,3298,3687,3299,3395,3472,3708,3486,3261,2983,3550,2977,3523,3433,3571,3456,3633,3475,3590,3495,2966,3158,3326,3166,3492,3529,3557,3369,3454,3621,3537,3367,3305,2445,3368,2972,3273,3289,3661,3434,3341,3582,3444,3406,3252,3217,3530,3380,3690,3721,4029,3994,3847,3913,3741,3814,3531,3229,3447,3393,3703,3715,3890,3611,3595,3857,3606,3554,3371,3270,3413,3295,3530,3659,3857,3648,3716,3788,3853,3708,3282,3359,3528,3286,3601,3633,3816,3524,3743,3607,3648,3507,3359,3256,3274,3074,3496,3431,3685,3244,3532,3626,3590,3391,3184,3114,2987,2793,3172,3324,3519,3284,3307,3460,3546,3452,3032,3060,3264,3047,3419,3536,3622,3451,3543,3482,3429,3436,3097,2961,3177,2886,3367,3369,3600,3288,3543,3799,3438,3267,3152,3052,3349,2990,3454,3313,3694,3374,3428,3433,3535,3445,3053,3074,3309,3190,3620,3497,3604,3636,3611,3658,3617,3211,2923,3038,3174,3090,3186,3245,3506,3302,3479,3351,3408,3353,3182,3384,3731,3220,3875,4034,3954,3839,3706,3870,3803,3700,3497,3369,3478,3281,3693,3773,4163,3760,4093,3984,3951,3685,3408,3368,3481,3149,3671,3879,4006,3673,4033,3964,3929,3661,3537,3361,3616,3465,3795,3836,3879,3434,3969,3783,3766,3812,3325,3316
