series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Wyoming,443,460,553,549,546,531,612,603,506,538,453,474,427,434,497,475,508,549,603,625,547,554,495,525,500,451,500,491,602,571,666,602,575,596,488,533,571,404,565,589,684,593,617,635,597,544,586,526,577,533,584,568,649,591,619,598,590,642,520,556,544,500,563,544,614,571,727,627,581,612,502,593,625,488,606,636,643,618,725,657,626,595,502,537,544,484,631,650,698,651,749,614,614,705,601,624,655,560,589,608,686,625,702,675,627,650,716,543,594,496,621,583,680,572,639,654,675,596,550,528,576,516,570,615,603,645,639,615,657,643,538,591,523,491,563,563,597,607,746,614,598,579,523,503,580,448,621,521,594,551,675,619,583,558,539,521,528,454,492,549,526,566,602,613,511,527,504,455,521,416,505,524,523,529,462,565,492,533,560,499,511,474,470,506,591,567,638,597,621,526,481,532,527,448,521,516,581,521,546,563,533,553,464,449,484,514,622,521,616,543,597,613,552,560,498,494,519,439,490,355,502,491,492,496,471,460,417,463,474,446,443,464,506,486,492,549,562,510,513,463,500,449,489,450,560,612,672,657,613,580,549,518
Wyoming Clearances,310,298,375,365,401,362,418,432,332,377,322,344,333,304,347,347,344,367,406,449,405,385,350,371,372,338,369,390,455,412,493,448,422,458,361,409,444,312,421,431,434,398,397,441,463,383,420,420,432,399,484,409,504,433,433,431,421,449,385,439,361,348,470,378,447,434,496,453,408,417,357,401,443,352,421,458,441,465,529,462,435,417,355,380,408,321,440,448,491,458,500,406,424,497,428,462,472,389,393,439,470,443,498,462,421,453,469,361,413,349,399,409,486,390,424,430,456,379,343,375,392,326,333,330,373,385,371,413,421,417,362,389,340,310,383,362,331,398,437,383,390,377,341,349,346,301,381,332,374,351,410,398,348,377,317,322,385,313,336,353,347,366,412,408,362,291,323,309,351,264,318,367,367,345,302,411,322,354,399,367,334,295,309,318,365,348,394,385,380,318,298,351,330,292,347,310,330,302,309,314,324,321,255,257,285,305,375,251,311,264,316,302,279,307,295,253,318,267,304,221,270,269,296,282,292,259,222,254,282,259,285,243,250,281,251,260,294,305,278,258,323,307,305,263,347,359,400,401,370,369,337,323
