series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
New Hampshire,1014,980,1138,1054,1200,1160,1110,1049,1209,1248,1060,1131,1071,964,1204,1175,1252,1202,1294,1201,1212,1220,1118,973,1113,976,1276,1223,1171,1260,1274,1247,1335,1194,1147,1084,924,896,1143,1063,1223,1152,1250,1160,1241,1135,1108,937,1087,1074,1203,1272,1394,1256,1373,1276,1175,1238,1109,1058,1123,1165,1387,1310,1314,1305,1405,1347,1374,1238,1257,1097,1274,1166,1330,1346,1502,1379,1538,1406,1365,1373,1240,1218,1278,1052,1337,1403,1600,1503,1479,1528,1488,1563,1327,1222,1395,1272,1528,1554,1695,1575,1525,1588,1481,1459,1400,1238,1321,1204,1546,1568,1632,1582,1513,1599,1612,1519,1353,1266,1388,1252,1689,1518,1719,1585,1603,1586,1607,1562,1392,1348,1386,1206,1411,1443,1581,1462,1488,1511,1558,1420,1420,1366,1345,1312,1555,1366,1525,1459,1646,1521,1489,1394,1216,1231,1315,1112,1384,1397,1456,1378,1390,1487,1400,1418,1205,1176,1289,1095,1251,1391,1592,1483,1342,1426,1463,1495,1192,1207,1217,996,1282,1420,1469,1444,1374,1404,1398,1378,1297,1307,1239,1051,1293,1200,1519,1325,1315,1369,1407,1351,1112,1144,1250,1107,1309,1328,1595,1371,1422,1391,1391,1397,1359,1184,1323,1217,1321,1311,1569,1434,1443,1392,1461,1343,1247,1202,1266,1113,1287,1323,1446,1400,1365,1277,1461,1453,1248,1151,1318,1108,1280,995,1241,1285,1313,1327,1276,1208,1088,1039
New Hampshire Clearances,625,557,627,602,695,643,674,638,690,712,567,663,508,490,581,617,655,658,702,571,503,464,487,429,526,435,557,565,548,604,635,573,567,526,556,503,395,412,494,470,476,534,600,502,500,480,500,468,463,466,578,565,619,612,698,642,522,521,504,500,450,473,625,592,641,561,705,615,605,607,575,550,598,555,668,632,768,732,712,696,682,632,592,616,564,514,604,611,663,741,750,749,704,801,678,699,720,656,763,772,873,888,817,858,752,793,736,702,759,699,756,784,873,859,870,869,842,795,766,724,749,662,900,800,892,842,839,874,809,821,729,781,758,691,762,762,826,830,812,839,755,715,776,739,727,685,822,694,808,801,875,841,729,722,631,663,687,640,711,670,751,711,742,733,677,734,682,614,681,572,665,752,709,775,657,705,706,665,572,601,576,517,568,618,682,700,686,673,663,648,630,635,608,515,610,618,644,585,662,674,660,590,569,567,627,591,612,636,760,702,697,734,645,649,688,597,664,615,679,603,718,766,774,739,664,633,608,598,595,530,632,649,680,741,763,661,657,698,602,600,583,542,633,524,603,641,640,672,636,578,566,528
