series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Kentucky,1411,1339,1464,1544,1890,1606,1476,1364,1384,1396,1158,1121,1140,1103,1418,1539,1533,1556,1618,1457,1429,1455,1342,1327,1364,1274,1409,1588,1602,1505,1602,1608,1558,1445,1412,1361,1264,1152,1329,1555,1429,1344,1885,1910,1955,1529,1499,1433,2326,2210,2561,2610,2872,2714,2885,2858,2858,2820,2580,2536,2848,2666,3211,3069,3177,3080,3355,3294,3313,3033,2752,2570,3119,2553,3064,3092,3321,2950,3410,3379,3087,3193,2813,2930,2927,2434,3360,3109,3453,3025,3447,3463,3503,3261,2993,2749,3365,3049,3543,3478,3813,3811,3919,4142,4313,3902,3339,3109,3254,2969,3707,3745,3895,3468,3733,3777,3523,3343,3211,3009,3105,2653,3628,3624,4050,3635,3689,3859,3504,3724,3197,2847,3162,2829,3565,3600,4013,3629,4049,3719,3855,3784,3321,3304,3330,3166,3626,3719,3859,3654,3888,3819,3672,3575,3362,3342,3286,2761,3317,3616,4017,3535,3567,3791,3719,3287,3108,3061,3143,2796,3388,3655,3818,3685,3731,3836,3784,3466,3227,3153,3451,2786,3539,3644,4098,3756,3978,4071,3874,3888,3630,3652,3574,3350,3990,3974,4083,3905,3815,4024,3873,3829,3500,3427,3747,3414,3719,4050,4285,3878,4064,4040,3971,3940,3694,3328,3717,3367,3828,3630,4213,3899,3690,4099,4022,3993,3441,3581,3547,3124,3588,3787,4145,3899,4206,4265,4360,3982,3552,3505,3752,3323,3591,3490,4409,4861,4829,4431,4100,4037,3688,3598
Kentucky Clearances,722,704,787,764,767,802,747,769,692,673,640,550,752,559,697,739,663,760,820,691,756,706,700,687,835,691,783,874,889,791,871,906,879,782,692,670,668,579,569,700,742,604,839,887,894,732,795,774,1358,1201,1355,1468,1444,1496,1375,1443,1348,1290,1283,1324,1472,1341,1654,1578,1645,1441,1671,1750,1646,1539,1489,1263,1670,1306,1672,1473,1482,1314,1696,1723,1572,1633,1495,1448,1612,1385,1727,1661,1766,1529,1837,1824,1826,1750,1583,1499,1882,2898,1966,1915,1929,2163,1954,2195,2060,2057,1777,1668,1838,1804,2216,2086,2106,2088,2034,2054,2077,1832,1771,2072,1856,1590,2018,1787,2123,1924,1876,2133,1944,1874,1758,1636,1803,1625,1884,2096,2022,1991,2134,2143,1935,2012,1804,1912,1894,1802,2002,2002,2178,1954,2033,2053,1842,2005,1865,1754,2070,1765,1893,1948,2205,2013,2041,2068,2057,1923,1665,1706,1824,1702,1970,2049,2047,2005,2034,2021,2210,1775,1905,1667,1944,1702,1778,1915,2106,1842,2036,2206,1926,1940,1831,1980,1951,1942,2183,2019,2017,1991,1918,2073,1738,1857,1797,1870,1985,2129,1994,2062,2203,2098,2018,2142,2012,2071,1906,1777,2009,1764,2103,1900,2128,1976,2036,2228,2046,2020,1937,1909,2028,1774,1859,2014,2198,2094,2251,2153,2195,2056,1909,1939,2091,1911,1977,1835,2173,2143,2261,2156,1936,2002,1809,1840
