series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Connecticut,2580,2531,2888,2830,3083,2989,3326,3314,3273,3368,2987,3019,3023,2719,3301,3235,3418,3500,3691,3670,3793,3741,3277,3223,3100,2806,3156,3227,3569,3491,3663,3537,3568,3277,2947,2945,2906,2419,3116,2912,3351,3422,3496,3535,3530,3247,3226,2283,3169,3236,3700,3653,4114,4022,3108,3070,3266,3253,2923,2761,3072,2746,3431,3351,3073,3221,3204,3055,3194,3144,2905,2717,3442,3050,3511,3503,4100,3802,3900,3618,3590,3760,3558,3613,3589,3010,3708,3782,4419,3960,4043,3951,4026,4002,3588,3623,3667,3174,3723,3694,4067,4005,3935,3879,3771,3729,3401,3389,3234,3018,3742,3668,3887,3897,3931,3901,3581,3880,3338,3357,3407,2910,3635,3598,4076,3760,3772,3784,3627,3592,3223,3318,3131,2901,3390,3467,3776,3745,3839,3559,3742,3382,3323,3645,3343,3016,3710,3369,3922,3549,3810,3720,3774,3693,3153,3477,3242,2809,3462,3090,3569,3546,3369,3549,3320,3426,2994,2884,2840,2485,3123,3070,3431,3469,3458,3069,3119,3227,2838,2763,2629,2311,2785,2806,3446,3124,3228,3213,2970,2919,2645,2656,2779,2467,2996,2806,3284,3065,3107,3172,2942,2973,2686,2739,2777,2336,2686,2948,3251,3198,3391,3268,3181,3233,2860,2863,2848,2492,2856,2969,3315,3117,3109,3159,3050,3020,2753,2752,2679,2238,2638,2718,3077,2934,2967,3065,2971,2953,2742,2719,2758,2513,2652,2041,2722,2983,3035,3071,2882,2902,2442,2525
Connecticut Clearances,1360,1434,1651,1538,1741,1650,1778,1832,1748,1871,1603,1607,1743,1514,1839,1781,1887,1936,2079,2118,2078,2063,1870,1913,1726,1551,1909,1965,2161,2214,2188,2105,2082,1920,1804,1742,1738,1517,1938,1684,2048,2111,2152,2089,2208,1984,2025,1485,1952,2032,2474,2424,2538,2528,2028,1979,2112,2169,1912,1858,1876,1769,2131,2183,1974,2058,2152,1975,2005,1984,1849,1713,2006,1858,2239,2063,2494,2180,2207,2014,2079,2133,1953,2092,1905,1734,2178,2120,2481,2301,2298,2296,2371,2382,2066,2033,2391,2092,2407,2267,2688,2602,2599,2408,2395,2333,2248,2100,2152,2033,2399,2300,2397,2441,2380,2389,2261,2412,2033,1984,2203,1816,2311,2244,2505,2348,2380,2339,2286,2196,2049,2110,2037,1894,2149,2108,2337,2387,2396,2288,2294,2072,2165,2239,2158,1976,2316,2067,2333,2139,2406,2258,2436,2234,1912,1917,2027,1857,2140,1955,2462,2155,2092,2158,2012,2085,1812,1832,1796,1640,1962,1886,2035,2141,2096,1872,1892,1888,1751,1682,1673,1495,1821,1735,2089,1964,1986,2116,1823,1839,1704,1832,1846,1689,1987,1865,2170,1920,2085,1976,1919,1930,1716,1811,1850,1592,1880,1888,2116,2081,2210,2178,1924,2003,1845,1782,1917,1733,1953,1947,2108,1834,1984,2012,1859,1830,1696,1558,1718,1510,1667,1691,1924,1785,1847,1893,1743,1814,1709,1703,1742,1615,1707,1192,1642,1692,1747,1747,1766,1711,1526,1503
