series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Washington,6675,6539,7280,7202,7619,7601,7892,7772,7593,7181,6433,6655,6856,6304,7461,6914,7665,7096,7540,7693,7588,7327,6655,6609,6771,5991,6779,6776,7415,7192,7654,7462,7201,6961,6699,6468,6604,5837,7192,7016,7868,7578,7875,7915,7451,7292,6412,6528,6724,6509,7139,6841,7534,7266,7649,7535,6714,7146,6535,6472,6656,5828,6986,6959,7846,7250,7800,7745,7476,7390,6547,6830,7002,6232,7036,6750,7613,7247,7822,7344,7081,7202,6468,6564,6521,6059,7226,6898,7594,7471,7734,7239,6968,6814,6307,6504,6464,6285,6854,6606,7639,7071,7504,7619,7400,7288,6920,6297,6706,6091,6770,6774,7581,7335,7873,7094,6758,6356,6009,5919,6573,5672,6589,6496,7139,6687,7068,7142,6666,6870,5960,6082,6351,5334,6141,5935,6607,6378,6798,6789,6321,6102,5708,5562,6212,5734,6510,6618,7073,6823,7335,7214,7075,6598,6226,6176,6512,5703,6691,6445,7186,6959,7273,7355,6782,6485,6083,6102,6389,5721,6481,6408,7261,6955,7044,7176,6879,6685,6279,6340,6590,6102,6855,6346,7504,7321,7485,7545,6910,6883,6313,6426,6888,6325,6875,6909,7495,7192,7570,7430,7072,7229,6873,6666,6920,6090,7404,7216,8361,7617,7659,7414,7056,7391,6904,6666,7286,6590,7453,7150,8448,7720,7974,7770,7696,7657,6981,7171,7593,6073,7153,6941,8010,7646,7846,7858,7374,7338,6717,6980,7174,6597,6752,6263,7091,7046,7647,7594,7088,6897,5930,6048
Washington Clearances,3974,3729,4159,4117,4647,4437,4856,4584,4260,3938,3539,3782,4310,3760,4316,4046,4539,4085,4328,4422,4326,4350,3865,4032,4049,3522,3910,3888,4315,4113,4393,4296,4310,3976,3977,3828,4004,3450,4366,4163,4433,4536,4708,4592,4377,4165,4022,3764,4116,3819,4112,3951,4320,4334,4309,4293,3935,4195,3849,3879,4040,3379,4201,4026,4629,4259,4384,4545,4448,4262,3839,4222,4048,3572,4163,3804,4287,4055,4359,4065,3888,3902,3511,3847,3786,3536,4048,3917,4275,4160,4370,4111,3769,3663,3327,3599,3405,3213,3611,3435,3954,3649,3823,3806,3847,3755,3523,3402,3594,3392,3650,3725,4103,4190,4436,3977,3797,3561,3673,3736,3910,3386,3966,3651,4052,3922,4097,4314,4038,3847,3487,3679,3671,3074,3539,3428,3668,3638,4030,3938,3566,3491,3212,3259,3254,3019,3371,3529,3587,3429,3745,3529,3558,3272,3247,3177,3638,3309,3717,3592,4174,3909,4031,4009,3703,3501,3110,3300,3487,3028,3352,3410,3813,3619,3752,3781,3525,3515,3292,3409,3548,3239,3579,3395,3910,3918,4054,3971,3549,3638,3167,3455,3649,3247,3573,3505,3829,3721,3849,3720,3606,3454,3283,3467,3398,3033,3765,3563,3961,3709,3814,3891,3504,3635,3448,3450,3644,3141,3762,3483,4081,3864,3970,3782,3765,3699,3393,3670,3749,3120,3705,3610,3849,3698,3948,3882,3707,3621,3183,3406,3492,3291,3442,3443,3650,3247,3689,3533,3312,3274,2815,2910
