series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Maine,958,863,1032,1015,1052,1120,1170,1129,1050,1038,953,917,971,802,992,1044,1075,1185,1169,1324,1126,1110,1068,958,925,909,992,1032,1118,1167,1240,1233,1055,1034,980,926,957,839,1026,1011,1152,1144,1240,1189,1078,957,1067,964,924,837,981,972,1057,1056,1152,1135,1049,1033,933,903,954,889,1011,1029,993,1183,1240,1197,1141,1093,1034,943,1043,852,1018,1026,1066,1194,1352,1118,1108,1098,1108,1017,982,905,1105,1166,1230,1247,1412,1269,1271,1104,1065,1040,1032,903,1024,1105,1187,1242,1307,1245,1130,1107,1084,1020,956,894,1074,1160,1205,1155,1261,1376,1218,1123,1103,940,1035,899,1015,1093,1186,1128,1282,1274,1086,1167,1047,994,1008,915,1116,1130,1191,1254,1435,1191,1164,1144,1098,1012,1108,1049,1146,1147,1235,1169,1362,1298,1130,1086,967,987,977,831,1013,1041,1199,1161,1286,1175,1038,1020,986,914,918,807,989,1006,1126,1114,1126,1102,996,942,860,893,891,860,946,922,1015,1040,1125,1158,1037,877,865,850,835,772,882,870,1076,1010,1163,1106,884,855,855,827,858,768,867,868,1033,1078,1227,1052,1003,1025,846,906,896,928,946,1015,1078,1013,1229,1116,1020,947,805,872,897,888,974,953,1119,1078,1218,1187,1045,1009,870,914,1063,890,1037,907,1258,1239,1438,1312,1103,1078,931,945
Maine Clearances,715,665,765,764,771,787,852,860,759,770,708,717,743,635,741,794,829,899,820,904,838,846,806,754,767,677,777,756,829,794,927,910,733,726,692,664,695,591,730,754,822,792,935,819,777,649,748,733,694,606,723,699,767,779,826,778,739,725,678,654,689,627,746,715,689,848,875,848,827,798,765,714,731,653,735,720,765,895,962,823,797,754,782,730,755,638,808,807,851,858,994,877,820,737,735,748,741,599,686,762,788,828,903,865,716,770,697,738,646,628,719,769,824,786,838,925,850,771,738,682,779,643,690,737,812,754,829,901,740,768,715,694,749,676,827,815,866,904,1017,854,812,803,800,760,813,738,811,794,857,827,964,892,782,799,686,762,690,639,699,732,814,864,897,836,758,682,703,719,672,583,714,685,779,782,778,793,684,636,615,696,641,607,674,624,717,746,808,797,709,588,631,636,599,568,644,573,718,697,805,780,628,583,559,618,608,592,575,585,660,721,885,742,640,675,577,655,644,627,644,661,657,678,809,730,701,624,601,595,616,614,648,646,750,726,797,785,676,659,621,637,757,574,680,608,721,731,803,766,683,647,554,562
