series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
South Dakota,432,394,430,398,431,406,451,482,478,474,383,406,384,360,399,428,459,435,514,489,428,411,391,358,429,352,400,409,504,521,520,586,521,460,433,443,471,388,481,501,551,467,480,516,531,535,451,435,478,461,518,497,534,563,578,529,511,442,413,437,395,398,420,391,466,439,480,320,297,240,261,1145,485,435,535,579,676,525,576,574,500,539,445,423,520,462,584,631,670,685,661,740,668,650,588,586,617,598,614,691,711,675,726,764,706,650,705,607,757,621,752,615,747,722,739,708,737,629,632,538,731,609,768,768,772,827,901,957,810,873,730,714,676,607,692,675,829,744,868,790,726,766,697,755,874,781,897,862,870,1054,942,965,985,895,805,738,957,832,972,915,994,961,1065,1007,955,825,889,799,831,749,795,865,963,930,939,1052,897,867,792,774,885,743,893,925,1043,1043,1218,1201,1138,1008,840,815,1011,955,1056,1014,1159,1068,1190,1136,1125,1113,939,1002,1012,970,1047,1139,1166,1030,1159,1137,1129,1046,936,935,960,867,985,1027,1214,1184,999,1239,1234,941,887,881,926,788,976,989,1102,1058,1010,1405,1164,1171,1143,1208,1307,1079,1234,1164,1333,1392,1472,1382,1227,1117,1101,1110
South Dakota Clearances,325,323,312,302,324,296,329,396,333,378,289,331,355,297,318,319,327,345,338,376,320,371,304,286,324,266,354,281,379,374,419,421,366,418,348,387,374,275,334,332,403,298,360,378,336,405,294,379,319,288,423,327,329,369,458,416,340,222,247,255,162,237,265,243,298,278,184,218,192,162,182,178,212,234,282,226,181,220,247,270,221,211,181,175,264,254,360,242,307,278,278,359,278,261,227,220,275,274,254,313,288,277,421,432,420,384,386,359,376,319,407,369,425,422,404,397,367,364,372,341,444,366,378,411,393,440,469,463,354,445,368,371,441,381,382,426,475,434,492,498,407,419,394,460,467,411,439,424,431,490,495,487,530,478,430,389,580,506,533,486,609,638,642,591,556,527,518,448,478,450,518,531,618,579,602,640,539,535,521,531,550,502,584,601,670,684,701,710,644,535,450,427,582,578,638,598,706,634,725,719,700,675,584,634,622,590,638,681,687,653,717,695,694,645,602,611,635,510,592,602,760,689,561,718,715,527,556,549,572,469,553,575,644,606,601,767,636,681,637,654,759,647,737,708,727,734,806,754,696,629,589,590
