series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Montana,556,514,632,497,587,562,664,635,545,548,467,464,570,465,645,565,615,567,679,623,608,591,537,493,612,587,708,682,692,653,722,670,696,670,667,617,628,542,726,755,752,712,799,727,724,740,576,567,657,599,534,558,598,498,631,580,539,642,526,496,786,739,810,909,822,812,931,924,890,856,719,772,824,819,943,882,969,1074,1084,1097,1059,958,898,997,956,882,1016,944,1055,1138,1233,1172,1067,1050,901,923,920,853,1002,909,1057,974,1057,1032,957,1006,873,832,992,754,892,965,1143,1002,1132,1005,1106,933,933,808,879,775,849,933,1075,1061,1146,1040,993,918,830,804,767,639,797,790,879,830,877,908,844,881,754,768,934,895,1030,987,1025,1056,1067,1042,915,894,837,838,854,746,871,837,1012,973,1047,1071,952,925,887,853,953,829,936,951,1013,915,1178,1120,940,978,868,883,851,788,891,838,967,1044,1103,1072,1025,992,896,968,1081,942,986,1002,1136,1078,1193,1072,996,979,1029,999,959,951,1063,1023,1198,1163,1316,1196,1148,1091,984,1042,990,980,1042,1011,1192,1117,1275,1126,1051,1074,967,1001,1034,909,1027,1138,1122,1172,1212,1206,1147,1127,1126,1149,1142,1026,1059,1060,1310,1397,1412,1397,1201,1168,1157,1107
Montana Clearances,271,251,328,246,293,259,310,333,248,262,243,271,262,218,310,266,292,269,321,286,282,266,266,248,297,274,333,327,300,303,356,326,317,340,333,337,307,302,373,369,341,327,409,323,329,354,290,320,369,320,258,258,292,252,261,260,223,294,233,223,396,368,409,464,454,425,478,461,463,412,381,440,381,388,475,413,483,464,483,450,484,454,424,489,418,469,555,465,537,518,550,557,502,518,429,457,435,430,465,446,518,456,499,520,472,509,459,454,461,345,399,443,529,508,529,451,480,493,448,442,415,374,405,451,487,528,543,481,467,445,408,423,432,380,435,410,423,444,440,470,427,461,400,409,465,461,495,470,484,470,538,517,479,505,401,402,490,401,494,475,506,548,578,550,478,505,491,467,501,433,443,508,523,449,580,584,492,514,497,478,497,461,484,467,533,542,574,586,494,536,514,582,626,527,561,503,618,553,644,557,516,529,540,607,543,544,625,566,612,683,719,693,627,642,602,596,560,559,591,556,674,583,709,614,597,577,550,576,578,561,571,623,629,688,664,666,666,700,631,650,642,533,615,648,782,719,765,811,659,623,658,669
