series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Nevada,3200,2913,3272,3375,3650,3364,3380,3490,3509,3637,3114,3209,3500,3115,3647,3606,3921,3279,3700,3572,3637,3768,3497,3684,3586,3366,3496,4042,4153,3883,4215,4193,4418,3780,3688,3555,4013,3396,4031,3984,4421,4121,4338,4222,4212,4273,3624,3644,3859,3637,4129,3910,4280,4413,4351,4306,4409,4251,3826,3949,4074,3377,3729,4084,4248,4616,4584,4178,4279,4179,3906,4113,4381,3942,4518,4497,5068,4703,5127,4799,4869,4915,4504,4445,4547,4160,5060,5069,5485,5076,5194,5198,5189,4957,4574,4643,4706,4371,5129,5030,5273,5022,5099,5187,4939,4862,4592,4394,4483,3981,4874,4600,5424,4977,5203,4977,4937,4706,4387,4330,4506,4163,4739,4679,5031,5042,5045,4953,4662,4774,4057,3843,4159,3600,4560,4481,4784,4643,4504,4369,4336,4118,3800,3632,4377,3900,4479,4633,4878,4565,4861,4887,4711,4535,4000,4197,3943,3755,4536,4455,4814,4783,4603,4681,4595,4334,4038,4057,4245,3938,4732,4498,4730,4532,4547,4455,4532,4602,4270,4133,4189,3943,4461,4766,5159,4873,5165,5016,4797,4902,4115,4375,4595,4265,5078,4965,5384,4793,4944,5021,5192,5036,4494,4570,4960,4373,4928,5179,5718,5064,5140,5459,5504,5532,4712,4987,4900,4889,5197,5243,6022,5386,5655,5610,5603,5318,4692,5037,4989,4267,5169,5286,5632,5347,5210,5534,5396,5004,4774,4875,4993,4906,5477,4803,4952,5565,5934,6220,5898,5704,5101,4774
Nevada Clearances,1508,1372,1576,1583,1732,1506,1630,1612,1582,1678,1462,1486,1661,1478,1746,1763,1789,1539,1828,1670,1760,1703,1648,1854,1841,1593,1647,1927,1878,1866,1914,1966,2015,1608,1538,1582,1575,1110,1304,1335,1591,1584,1564,1450,1451,1368,1343,1385,1240,1295,1358,1324,1522,1594,1625,1530,1340,1382,1604,1669,1783,1496,1628,1427,1591,1638,1845,2082,2047,1593,1453,1329,1335,1328,1675,1791,2177,2091,2220,2021,2143,2188,1848,1935,2189,1931,2205,2407,2532,2236,2283,2390,2297,2183,2089,2220,2273,1957,2422,2290,2462,2485,2551,2510,2451,2401,2188,2138,2158,1905,2385,2302,2639,2507,2523,2483,2511,2308,2193,2181,2328,2107,2489,2380,2519,2497,2474,2479,2394,2243,2010,1774,2161,1901,2236,2164,2368,2221,2152,2174,2040,2028,1701,1587,2060,1844,2181,2136,2322,2043,2182,2267,2163,2038,1754,1865,1843,1769,2119,2031,2210,2288,2110,2133,1980,1859,1856,1846,1920,1846,2101,2021,2132,2021,2065,1984,2016,2019,1881,1861,1748,1706,1873,1996,2057,1891,2088,2099,1948,1915,1621,1719,1731,1739,2292,2014,2172,1995,2008,2084,2031,2000,1749,1863,2065,1786,2030,2109,2271,2237,2367,2452,2233,2321,2081,2226,2206,2143,2282,2360,2667,2352,2423,2515,2548,2371,2047,2296,2309,2018,2438,2524,2740,2632,2390,2677,2585,2472,2227,2171,2548,2274,2631,2282,2296,2490,2700,2891,2706,2512,2274,2051
