series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
North Carolina,8901,8579,9910,9503,10486,9381,9988,9862,9792,10131,8584,8505,9111,8152,9706,9548,10472,9633,10095,10128,10064,10408,9734,9276,8747,7629,9455,9743,10160,9750,10059,10256,10606,9793,8503,8299,8858,7506,10031,9623,10262,9256,9615,10494,9568,9776,8563,8114,8939,8160,9789,9684,10595,9512,10413,10139,10062,10101,9152,8873,9740,8405,10026,10895,11181,10801,11089,10934,11570,11082,9925,9508,10324,9328,11014,11545,11987,11146,11823,11318,11536,11270,10332,10116,10427,9372,11768,11148,12386,11488,11811,11177,11328,11104,9011,9437,10804,9991,11134,11684,12426,11831,11927,11594,11561,11529,10381,9881,10051,9174,11129,11576,12441,11599,11280,11461,11074,11059,10186,9473,9746,8644,11147,11244,11984,11088,11057,10954,11163,11139,9780,8303,9522,9134,11026,11411,11990,11028,11278,11001,11016,11168,10360,10379,10583,9611,11764,11186,12223,11358,11554,11372,11753,11443,10258,10215,10100,8502,10060,10466,11586,10816,10413,10674,10557,10477,9834,9708,9257,8464,10283,10509,12072,10454,9949,10240,10478,10770,9348,9493,9239,7488,10071,9905,9921,8884,10543,10508,9846,10104,9071,9343,9610,8941,10901,10411,11534,10633,10511,9390,10295,10149,9079,7973,10065,8505,9896,10200,11095,9849,10265,10236,9894,10445,8897,8397,9582,9197,9656,10084,11670,9785,10560,10327,10624,11072,9739,9547,10477,9378,10845,11281,12557,11302,11119,11564,12079,11898,10806,11035,11672,10677,11880,10487,12515,12901,13597,13349,12255,12848,11974,11397
North Carolina Clearances,4957,5058,5312,5312,5687,5283,5489,5644,5559,5509,5004,4466,5719,5073,5671,5295,5669,5223,5510,6001,5579,5885,5289,5081,5326,4635,5444,5656,5803,5394,5599,5613,5594,6307,5179,4715,5870,4534,5976,5820,5810,5331,6359,6722,5612,5573,5602,4842,6085,5049,5882,5881,6428,5821,5737,5765,5368,4446,4205,4094,6295,5632,6078,6402,6718,6547,6811,6821,7095,6734,5939,5936,6787,6260,7005,6511,7316,6974,6978,6896,6863,6908,6305,6932,7010,6088,7146,6706,7178,7151,7082,6954,6694,7120,5543,5507,7030,6424,6724,7094,7230,7330,7387,7105,7233,7274,6600,6382,6733,6023,7020,7087,7626,7571,7320,6963,7309,7074,6468,6268,6889,5809,7308,7222,7509,7392,6864,7547,7304,6994,6777,5568,6835,6350,7745,7261,7841,7380,7371,7260,7201,7400,6866,6613,7320,6683,7720,7154,7801,7298,7651,7329,7429,7658,6729,6622,7001,6027,6923,7112,7675,7133,6845,6901,6896,7219,6222,6255,6276,5602,6575,6795,7572,6987,6870,6433,7117,6944,5666,6092,6374,5286,6459,6351,6294,6037,6904,6634,6693,6183,5708,5911,6327,6101,7098,6473,7267,6886,6706,6499,6217,6326,6050,4989,6941,5621,6793,6186,7062,6288,6462,6435,6217,6374,5563,5170,6587,6032,6241,6369,7001,5498,6248,5382,5536,5482,4745,4216,4187,4494,4883,5125,5856,5398,5204,5360,5663,5546,5062,5049,5640,4954,5392,4991,5765,5438,6080,5826,5398,5596,5213,4926
