series,"01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020"
Illinois,3807,3478,3976,3938,4623,4555,4924,4906,4491,4480,4052,3425,3381,3098,3823,4090,4343,4365,4832,4649,4525,4586,3960,3656,3605,2852,3561,3840,4253,4610,4930,4791,4696,4410,3583,3528,2932,2455,3349,3419,3732,4048,4291,4206,3759,3898,3270,3058,2747,2621,3232,3147,3750,3774,3933,3684,3634,3582,3120,2889,2582,2428,2908,3359,3516,3784,4049,3772,3516,3524,3126,2810,4730,3820,4579,5107,5537,5391,6054,5686,5439,5376,4723,4730,4169,3257,4842,5001,5823,5712,5979,5740,5728,5533,4758,4379,4427,3592,4701,5215,5525,5297,5904,5952,5660,5657,4777,4197,4091,3609,4765,4782,5429,5206,5509,5369,4940,4585,4411,4029,4572,3621,5102,5508,5678,5629,5832,5789,5251,5552,4530,4127,4188,3311,4405,4793,5275,5228,5871,5496,5003,5240,4567,4541,4017,3361,4614,4425,5328,5291,5547,5220,4909,4768,4405,4262,4389,3401,4049,4310,4983,4987,5277,5278,4821,4554,4035,3934,3367,2857,3635,4249,4835,4940,4987,4891,4552,4482,3817,4169,3883,2816,3870,4212,4923,4712,5293,5099,4743,4650,4174,4366,4565,3618,4566,4418,5276,5102,5699,5794,5255,5401,4814,4306,4843,4012,4198,4951,5263,5344,5485,5400,5224,5190,5047,4416,4306,3552,4274,4359,5315,5050,5364,5279,4819,4829,4307,4438,3984,3557,3959,4520,5038,5110,5461,5102,5020,4669,4190,4510,4184,3757,3986,3610,4777,5416,5397,5562,4977,4954,4409,3909
Illinois Clearances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,316,326,416,481,415,371,417,408,393,317,322,273,230,328,348,456,379,376,383,321,283,232,214,286,241,298,310,388,329,322,252,333,332,342,264,286,262,309,382,338,310,338,242,345,256,233,364,286,291,335,297,293,292,253,283,246,305,247,238,229,188,232,216,288,264,216,256,275,167,217,264,175,186,289,251,292,228,268,296,195,297,183,210,224,190,262,233,266,244,241,225,213,232,229,210,179,194,232,219,247,290,239,237,240,228,231,230,205,169,207,182,217,261,229,211,239,198,203,234,195,224,288,204,257,311,254,312,209,288,180,329,285,272,276,237,292,304,342,279,295,271,256,258,298,229,280,263,293,326,317,321,319,318,311,291,261,263,266,326,317,308,340,300,310,328,271,247,299,271,240,259,284,259,270,226,182,246,284,322
